The 'absorption cross section' of Ozone at the relevant wavelength has been updated
by the BIPM (the international bureau of weights and measures) and reflected within
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%
and will dramatically improve measurement uncertainty - this change has been applied
to all data from 1 January 2025.
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:

Hourly measurement data supplied by UK-air on 18/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Birmingham A4540 Roadside",,"Birmingham Acocks Green",
Latitude,,52.476145,,52.437165,,
Longitude,,-1.874978,,-1.829999,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,West Midlands,,West Midlands,,
Agglomeration,,West Midlands Urban Area,,West Midlands Urban Area,,
Local Authority,,"Birmingham",,"Birmingham",,
Date,Time,"Ozone",Status,"Ozone",Status
2018-01-15,02:00:00,49.8925,V ugm-3,48.56203,V ugm-3
2018-01-15,03:00:00,54.88175,V ugm-3,52.98584,V ugm-3
2018-01-15,04:00:00,63.36348,V ugm-3,60.61939,V ugm-3
2018-01-15,05:00:00,66.40692,V ugm-3,64.26154,V ugm-3
2018-01-15,06:00:00,62.76477,V ugm-3,63.8624,V ugm-3
2018-01-15,07:00:00,50.74067,V ugm-3,60.27014,V ugm-3
2018-01-15,08:00:00,38.11787,V ugm-3,52.5867,V ugm-3
2018-01-15,09:00:00,20.40603,V ugm-3,43.85551,V ugm-3
2018-01-15,10:00:00,27.44088,V ugm-3,44.75357,V ugm-3
2018-01-15,11:00:00,27.84002,V ugm-3,47.04863,V ugm-3
2018-01-15,12:00:00,36.42153,V ugm-3,51.63874,V ugm-3
2018-01-15,13:00:00,44.554,V ugm-3,57.77552,V ugm-3
2018-01-15,14:00:00,40.76217,V ugm-3,56.02928,V ugm-3
2018-01-15,15:00:00,35.02454,V ugm-3,53.78412,V ugm-3
2018-01-15,16:00:00,33.82712,V ugm-3,49.8925,V ugm-3
2018-01-15,17:00:00,24.29765,V ugm-3,47.74712,V ugm-3
2018-01-15,18:00:00,24.89636,V ugm-3,46.44992,V ugm-3
2018-01-15,19:00:00,29.78582,V ugm-3,45.70153,V ugm-3
2018-01-15,20:00:00,32.28045,V ugm-3,43.60605,V ugm-3
2018-01-15,21:00:00,41.06153,V ugm-3,50.04218,V ugm-3
2018-01-15,22:00:00,52.83616,V ugm-3,53.8839,V ugm-3
2018-01-15,23:00:00,51.38928,V ugm-3,55.48046,V ugm-3
2018-01-15,24:00:00,56.5282,V ugm-3,61.16821,V ugm-3
2018-01-16,01:00:00,66.85595,V ugm-3,70.78083,V ugm-3
2018-01-16,02:00:00,68.18642,V ugm-3,66.52333,V ugm-3
2018-01-16,03:00:00,70.14886,V ugm-3,74.19015,V ugm-3
2018-01-16,04:00:00,74.19015,V ugm-3,73.24219,V ugm-3
2018-01-16,05:00:00,67.65423,V ugm-3,80.57639,V ugm-3
2018-01-16,06:00:00,59.02283,V ugm-3,73.1923,V ugm-3
2018-01-16,07:00:00,46.5497,V ugm-3,72.64348,V ugm-3
2018-01-16,08:00:00,44.25465,V ugm-3,67.8538,V ugm-3
2018-01-16,09:00:00,45.9011,V ugm-3,65.40907,V ugm-3
2018-01-16,10:00:00,60.76907,V ugm-3,67.00563,V ugm-3
2018-01-16,11:00:00,54.98154,V ugm-3,69.8495,V ugm-3
2018-01-16,12:00:00,57.32648,V ugm-3,72.04477,V ugm-3
2018-01-16,13:00:00,56.37853,V ugm-3,72.94284,V ugm-3
2018-01-16,14:00:00,54.93164,V ugm-3,70.39832,V ugm-3
2018-01-16,15:00:00,56.42842,V ugm-3,68.75186,V ugm-3
2018-01-16,16:00:00,47.69723,V ugm-3,66.30713,V ugm-3
2018-01-16,17:00:00,46.84906,V ugm-3,58.27444,V ugm-3
2018-01-16,18:00:00,40.6125,V ugm-3,56.5781,V ugm-3
2018-01-16,19:00:00,47.74712,V ugm-3,61.46756,V ugm-3
2018-01-16,20:00:00,42.45852,V ugm-3,61.41767,V ugm-3
2018-01-16,21:00:00,47.79702,V ugm-3,62.41552,V ugm-3
2018-01-16,22:00:00,59.72132,V ugm-3,66.75617,V ugm-3
2018-01-16,23:00:00,57.17681,V ugm-3,66.5566,V ugm-3
2018-01-16,24:00:00,63.16391,V ugm-3,70.59789,V ugm-3
2018-01-17,01:00:00,68.25294,V ugm-3,73.64133,V ugm-3
2018-01-17,02:00:00,71.64563,V ugm-3,74.50613,V ugm-3
2018-01-17,03:00:00,67.8538,V ugm-3,73.89079,V ugm-3
2018-01-17,04:00:00,64.36132,V ugm-3,72.69337,V ugm-3
2018-01-17,05:00:00,64.81036,V ugm-3,71.79531,V ugm-3
2018-01-17,06:00:00,54.98154,V ugm-3,69.94929,V ugm-3
2018-01-17,07:00:00,43.35658,V ugm-3,65.80821,V ugm-3
2018-01-17,08:00:00,39.01594,V ugm-3,59.2224,V ugm-3
2018-01-17,09:00:00,33.82712,V ugm-3,54.78197,V ugm-3
2018-01-17,10:00:00,35.77292,V ugm-3,59.47186,V ugm-3
2018-01-17,11:00:00,47.19831,V ugm-3,63.66283,V ugm-3
2018-01-17,12:00:00,48.34583,V ugm-3,64.66068,V ugm-3
2018-01-17,13:00:00,49.94239,V ugm-3,64.86025,V ugm-3
2018-01-17,14:00:00,52.08777,V ugm-3,66.05767,V ugm-3
2018-01-17,15:00:00,46.10067,V ugm-3,64.36132,V ugm-3
2018-01-17,16:00:00,46.64949,V ugm-3,64.26154,V ugm-3
2018-01-17,17:00:00,43.85551,V ugm-3,59.42197,V ugm-3
2018-01-17,18:00:00,39.86411,V ugm-3,56.42842,V ugm-3
2018-01-17,19:00:00,53.03573,V ugm-3,58.22455,V ugm-3
2018-01-17,20:00:00,43.9054,V ugm-3,54.63229,V ugm-3
2018-01-17,21:00:00,32.38023,V ugm-3,50.19186,V ugm-3
2018-01-17,22:00:00,37.41938,V ugm-3,54.43272,V ugm-3
2018-01-17,23:00:00,54.13336,V ugm-3,62.46541,V ugm-3
2018-01-17,24:00:00,63.66283,V ugm-3,64.36132,V ugm-3
2018-01-18,01:00:00,65.65853,V ugm-3,63.59631,V ugm-3
2018-01-18,02:00:00,74.30656,V ugm-3,67.72075,V ugm-3
2018-01-18,03:00:00,77.03402,V ugm-3,73.24219,V ugm-3
2018-01-18,04:00:00,77.63273,V ugm-3,75.48735,V ugm-3
2018-01-18,05:00:00,65.40907,V ugm-3,73.14241,V ugm-3
2018-01-18,06:00:00,62.36563,V ugm-3,70.34843,V ugm-3
2018-01-18,07:00:00,47.34798,V ugm-3,63.01423,V ugm-3
2018-01-18,08:00:00,28.28905,V ugm-3,52.98584,V ugm-3
2018-01-18,09:00:00,18.75958,V ugm-3,43.55615,V ugm-3
2018-01-18,10:00:00,27.88991,V ugm-3,44.95314,V ugm-3
2018-01-18,11:00:00,40.06368,V ugm-3,50.94024,V ugm-3
2018-01-18,12:00:00,65.45896,V ugm-3,60.41982,V ugm-3
2018-01-18,13:00:00,45.9011,V ugm-3,63.16391,V ugm-3
2018-01-18,14:00:00,51.2396,V ugm-3,64.01208,V ugm-3
2018-01-18,15:00:00,47.99659,V ugm-3,64.16176,V ugm-3
2018-01-18,16:00:00,35.37378,V ugm-3,65.65853,V ugm-3
2018-01-18,17:00:00,30.83357,V ugm-3,62.5652,V ugm-3
2018-01-18,18:00:00,27.79012,V ugm-3,59.72132,V ugm-3
2018-01-18,19:00:00,29.13722,V ugm-3,57.47616,V ugm-3
2018-01-18,20:00:00,30.33464,V ugm-3,53.28519,V ugm-3
2018-01-18,21:00:00,36.62109,V ugm-3,52.98584,V ugm-3
2018-01-18,22:00:00,34.27615,V ugm-3,49.2439,V ugm-3
2018-01-18,23:00:00,28.48862,V ugm-3,46.69938,V ugm-3
2018-01-18,24:00:00,34.32604,V ugm-3,52.78627,V ugm-3
2018-01-19,01:00:00,36.12217,V ugm-3,51.62211,V ugm-3
2018-01-19,02:00:00,44.17149,V ugm-3,54.01695,V ugm-3
2018-01-19,03:00:00,50.34153,V ugm-3,55.231,V ugm-3
2018-01-19,04:00:00,47.84691,V ugm-3,58.12476,V ugm-3
2018-01-19,05:00:00,41.16131,V ugm-3,55.43057,V ugm-3
2018-01-19,06:00:00,38.96604,V ugm-3,45.95099,V ugm-3
2018-01-19,07:00:00,26.49292,V ugm-3,47.19831,V ugm-3
2018-01-19,08:00:00,18.70969,V ugm-3,42.65809,V ugm-3
2018-01-19,09:00:00,23.54926,V ugm-3,36.27185,V ugm-3
2018-01-19,10:00:00,30.28475,V ugm-3,43.30669,V ugm-3
2018-01-19,11:00:00,41.46067,V ugm-3,52.18756,V ugm-3
2018-01-19,12:00:00,48.39573,V ugm-3,60.96864,V ugm-3
2018-01-19,13:00:00,51.8882,V ugm-3,66.00778,V ugm-3
2018-01-19,14:00:00,51.68863,V ugm-3,68.90154,V ugm-3
2018-01-19,15:00:00,54.63229,V ugm-3,70.84735,V ugm-3
2018-01-19,16:00:00,51.28949,V ugm-3,68.95144,V ugm-3
2018-01-19,17:00:00,41.46067,V ugm-3,64.16176,V ugm-3
2018-01-19,18:00:00,43.70583,V ugm-3,57.17681,V ugm-3
2018-01-19,19:00:00,45.75142,V ugm-3,57.2267,V ugm-3
2018-01-19,20:00:00,43.35658,V ugm-3,53.53465,V ugm-3
2018-01-19,21:00:00,41.21121,V ugm-3,53.43487,V ugm-3
2018-01-19,22:00:00,33.97679,V ugm-3,50.591,V ugm-3
2018-01-19,23:00:00,34.77507,V ugm-3,51.2396,V ugm-3
2018-01-19,24:00:00,37.21981,V ugm-3,52.03788,V ugm-3
2018-01-20,01:00:00,37.9183,V ugm-3,53.48476,V ugm-3
2018-01-20,02:00:00,25.01277,V ugm-3,54.08347,V ugm-3
2018-01-20,03:00:00,32.5798,V ugm-3,54.03358,V ugm-3
2018-01-20,04:00:00,39.16561,V ugm-3,53.8839,V ugm-3
2018-01-20,05:00:00,31.18281,V ugm-3,48.09637,V ugm-3
2018-01-20,06:00:00,8.6314,V ugm-3,42.95744,V ugm-3
2018-01-20,07:00:00,8.93076,V ugm-3,37.46927,V ugm-3
2018-01-20,08:00:00,7.38409,V ugm-3,21.60345,V ugm-3
2018-01-20,09:00:00,7.28431,V ugm-3,9.52947,V ugm-3
2018-01-20,10:00:00,9.08044,V ugm-3,24.54711,V ugm-3
2018-01-20,11:00:00,16.01549,V ugm-3,33.82712,V ugm-3
2018-01-20,12:00:00,31.63185,V ugm-3,34.67529,V ugm-3
2018-01-20,13:00:00,9.13033,V ugm-3,14.41893,V ugm-3
2018-01-20,14:00:00,6.48603,V ugm-3,10.42753,V ugm-3
2018-01-20,15:00:00,14.96775,V ugm-3,15.91571,V ugm-3
2018-01-20,16:00:00,11.87442,V ugm-3,20.45593,V ugm-3
2018-01-20,17:00:00,8.83097,V ugm-3,18.51012,V ugm-3
2018-01-20,18:00:00,15.66625,V ugm-3,21.65335,V ugm-3
2018-01-20,19:00:00,8.93076,V ugm-3,21.65335,V ugm-3
2018-01-20,20:00:00,2.39484,V ugm-3,2.29506,V ugm-3
2018-01-20,21:00:00,6.23656,V ugm-3,3.39269,V ugm-3
2018-01-20,22:00:00,16.16517,V ugm-3,16.51442,V ugm-3
2018-01-20,23:00:00,24.49722,V ugm-3,28.5884,V ugm-3
2018-01-20,24:00:00,25.44518,V ugm-3,25.19571,V ugm-3
2018-01-21,01:00:00,23.15012,V ugm-3,28.13937,V ugm-3
2018-01-21,02:00:00,13.9699,V ugm-3,20.02352,V ugm-3
2018-01-21,03:00:00,21.00474,V ugm-3,24.14797,V ugm-3
2018-01-21,04:00:00,25.79442,V ugm-3,26.94195,V ugm-3
2018-01-21,05:00:00,22.10238,V ugm-3,30.23486,V ugm-3
2018-01-21,06:00:00,28.73808,V ugm-3,30.13507,V ugm-3
2018-01-21,07:00:00,29.83572,V ugm-3,33.12862,V ugm-3
2018-01-21,08:00:00,25.49507,V ugm-3,31.23271,V ugm-3
2018-01-21,09:00:00,17.41248,V ugm-3,26.74238,V ugm-3
2018-01-21,10:00:00,18.6099,V ugm-3,30.98324,V ugm-3
2018-01-21,11:00:00,28.78797,V ugm-3,33.87701,V ugm-3
2018-01-21,12:00:00,34.52561,V ugm-3,39.61465,V ugm-3
2018-01-21,13:00:00,36.27185,V ugm-3,45.80132,V ugm-3
2018-01-21,14:00:00,30.5841,V ugm-3,44.35443,V ugm-3
2018-01-21,15:00:00,22.95055,V ugm-3,38.11787,V ugm-3
2018-01-21,16:00:00,11.77463,V ugm-3,28.23916,V ugm-3
2018-01-21,17:00:00,4.34065,V ugm-3,21.40388,V ugm-3
2018-01-21,18:00:00,1.79613,V ugm-3,15.26711,V ugm-3
2018-01-21,19:00:00,6.6357,V ugm-3,12.32345,V ugm-3
2018-01-21,20:00:00,13.72044,V ugm-3,19.50797,V ugm-3
2018-01-21,21:00:00,14.81807,V ugm-3,24.04819,V ugm-3
2018-01-21,22:00:00,40.81206,V ugm-3,34.82497,V ugm-3
2018-01-21,23:00:00,44.80347,V ugm-3,44.85336,V ugm-3
2018-01-21,24:00:00,47.34798,V ugm-3,54.5325,V ugm-3
2018-01-22,01:00:00,54.34956,V ugm-3,61.53408,V ugm-3
2018-01-22,02:00:00,58.80663,V ugm-3,60.33666,V ugm-3
2018-01-22,03:00:00,56.97724,V ugm-3,59.17251,V ugm-3
2018-01-22,04:00:00,54.38283,V ugm-3,57.12691,V ugm-3
2018-01-22,05:00:00,40.91185,V ugm-3,56.82756,V ugm-3
2018-01-22,06:00:00,17.3127,V ugm-3,54.28304,V ugm-3
2018-01-22,07:00:00,13.27141,V ugm-3,45.95099,V ugm-3
2018-01-22,08:00:00,9.72904,V ugm-3,37.81852,V ugm-3
2018-01-22,09:00:00,12.77248,V ugm-3,27.2912,V ugm-3
2018-01-22,10:00:00,10.47743,V ugm-3,No data,V ugm-3
2018-01-22,11:00:00,26.34324,V ugm-3,No data,V ugm-3
2018-01-22,12:00:00,39.66454,V ugm-3,No data,V ugm-3
2018-01-22,13:00:00,46.89895,V ugm-3,No data,V ugm-3
2018-01-22,14:00:00,44.45422,V ugm-3,No data,V ugm-3
2018-01-22,15:00:00,37.21981,V ugm-3,No data,V ugm-3
2018-01-22,16:00:00,30.33464,V ugm-3,No data,V ugm-3
2018-01-22,17:00:00,28.13937,V ugm-3,No data,V ugm-3
2018-01-22,18:00:00,26.89206,V ugm-3,No data,V ugm-3
2018-01-22,19:00:00,35.77292,V ugm-3,No data,V ugm-3
2018-01-22,20:00:00,35.77292,V ugm-3,No data,V ugm-3
2018-01-22,21:00:00,39.21551,V ugm-3,No data,V ugm-3
2018-01-22,22:00:00,45.65164,V ugm-3,No data,V ugm-3
2018-01-22,23:00:00,52.5368,V ugm-3,No data,V ugm-3
2018-01-22,24:00:00,39.56475,V ugm-3,No data,V ugm-3
2018-01-23,01:00:00,29.9355,V ugm-3,No data,V ugm-3
2018-01-23,02:00:00,44.57063,V ugm-3,No data,V ugm-3
2018-01-23,03:00:00,54.63229,V ugm-3,No data,V ugm-3
2018-01-23,04:00:00,55.03143,V ugm-3,No data,V ugm-3
2018-01-23,05:00:00,61.46756,V ugm-3,No data,V ugm-3
2018-01-23,06:00:00,56.47831,V ugm-3,No data,V ugm-3
2018-01-23,07:00:00,37.46927,V ugm-3,No data,V ugm-3
2018-01-23,08:00:00,32.28045,V ugm-3,No data,V ugm-3
2018-01-23,09:00:00,29.48647,V ugm-3,No data,V ugm-3
2018-01-23,10:00:00,23.10023,V ugm-3,No data,V ugm-3
2018-01-23,11:00:00,No data,V ugm-3,40.01379,V ugm-3
2018-01-23,12:00:00,No data,V ugm-3,43.10712,V ugm-3
2018-01-23,13:00:00,No data,V ugm-3,51.98799,V ugm-3
2018-01-23,14:00:00,No data,V ugm-3,61.11831,V ugm-3
2018-01-23,15:00:00,No data,V ugm-3,59.62154,V ugm-3
2018-01-23,16:00:00,No data,V ugm-3,50.19186,V ugm-3
2018-01-23,17:00:00,No data,V ugm-3,46.05078,V ugm-3
2018-01-23,18:00:00,No data,V ugm-3,59.07272,V ugm-3
2018-01-23,19:00:00,No data,V ugm-3,60.61939,V ugm-3
2018-01-23,20:00:00,No data,V ugm-3,52.63659,V ugm-3
2018-01-23,21:00:00,No data,V ugm-3,52.38713,V ugm-3
2018-01-23,22:00:00,No data,V ugm-3,54.63229,V ugm-3
2018-01-23,23:00:00,No data,V ugm-3,58.32433,V ugm-3
2018-01-23,24:00:00,No data,V ugm-3,61.2181,V ugm-3
2018-01-24,01:00:00,No data,V ugm-3,61.46756,V ugm-3
2018-01-24,02:00:00,No data,V ugm-3,64.19502,V ugm-3
2018-01-24,03:00:00,No data,V ugm-3,68.15316,V ugm-3
2018-01-24,04:00:00,No data,V ugm-3,69.45036,V ugm-3
2018-01-24,05:00:00,No data,V ugm-3,68.30283,V ugm-3
2018-01-24,06:00:00,No data,V ugm-3,64.96004,V ugm-3
2018-01-24,07:00:00,No data,V ugm-3,60.66928,V ugm-3
2018-01-24,08:00:00,No data,V ugm-3,57.2267,V ugm-3
2018-01-24,09:00:00,No data,V ugm-3,57.8753,V ugm-3
2018-01-24,10:00:00,No data,V ugm-3,74.88864,V ugm-3
2018-01-24,11:00:00,No data,V ugm-3,78.03187,V ugm-3
2018-01-24,12:00:00,80.37682,V ugm-3,84.96693,V ugm-3
2018-01-24,13:00:00,63.91229,V ugm-3,80.62628,V ugm-3
2018-01-24,14:00:00,50.44132,V ugm-3,76.08606,V ugm-3
2018-01-24,15:00:00,53.03573,V ugm-3,74.14026,V ugm-3
2018-01-24,16:00:00,47.39788,V ugm-3,69.2009,V ugm-3
2018-01-24,17:00:00,42.45852,V ugm-3,64.81036,V ugm-3
2018-01-24,18:00:00,54.63229,V ugm-3,64.91014,V ugm-3
2018-01-24,19:00:00,45.95099,V ugm-3,61.51745,V ugm-3
2018-01-24,20:00:00,34.97464,V ugm-3,54.93164,V ugm-3
2018-01-24,21:00:00,41.95959,V ugm-3,55.8796,V ugm-3
2018-01-24,22:00:00,40.91185,V ugm-3,57.2267,V ugm-3
2018-01-24,23:00:00,46.00089,V ugm-3,58.17466,V ugm-3
2018-01-24,24:00:00,45.15271,V ugm-3,54.5325,V ugm-3
2018-01-25,01:00:00,47.09852,V ugm-3,55.14784,V ugm-3
2018-01-25,02:00:00,54.88175,V ugm-3,58.20792,V ugm-3
2018-01-25,03:00:00,55.33078,V ugm-3,57.02713,V ugm-3
2018-01-25,04:00:00,54.33293,V ugm-3,56.42842,V ugm-3
2018-01-25,05:00:00,46.79917,V ugm-3,57.92519,V ugm-3
2018-01-25,06:00:00,50.44132,V ugm-3,60.27014,V ugm-3
2018-01-25,07:00:00,38.51701,V ugm-3,59.42197,V ugm-3
2018-01-25,08:00:00,24.84647,V ugm-3,46.99874,V ugm-3
2018-01-25,09:00:00,15.91571,V ugm-3,36.77077,V ugm-3
2018-01-25,10:00:00,23.89851,V ugm-3,42.30884,V ugm-3
2018-01-25,11:00:00,33.52776,V ugm-3,50.64089,V ugm-3
2018-01-25,12:00:00,30.38453,V ugm-3,51.18971,V ugm-3
2018-01-25,13:00:00,35.42368,V ugm-3,54.78197,V ugm-3
2018-01-25,14:00:00,41.21121,V ugm-3,55.77982,V ugm-3
2018-01-25,15:00:00,32.87916,V ugm-3,59.67143,V ugm-3
2018-01-25,16:00:00,25.49507,V ugm-3,53.13551,V ugm-3
2018-01-25,17:00:00,19.65764,V ugm-3,47.14841,V ugm-3
2018-01-25,18:00:00,12.27356,V ugm-3,44.15486,V ugm-3
2018-01-25,19:00:00,18.6598,V ugm-3,43.2568,V ugm-3
2018-01-25,20:00:00,30.43443,V ugm-3,53.28519,V ugm-3
2018-01-25,21:00:00,35.67314,V ugm-3,51.13981,V ugm-3
2018-01-25,22:00:00,25.79442,V ugm-3,50.44132,V ugm-3
2018-01-25,23:00:00,18.95915,V ugm-3,44.80347,V ugm-3
2018-01-25,24:00:00,17.91141,V ugm-3,44.45422,V ugm-3
2018-01-26,01:00:00,12.839,V ugm-3,40.37966,V ugm-3
2018-01-26,02:00:00,16.09865,V ugm-3,39.18224,V ugm-3
2018-01-26,03:00:00,6.93506,V ugm-3,32.48002,V ugm-3
2018-01-26,04:00:00,4.14108,V ugm-3,30.83357,V ugm-3
2018-01-26,05:00:00,9.67915,V ugm-3,31.53206,V ugm-3
2018-01-26,06:00:00,10.72689,V ugm-3,27.49077,V ugm-3
2018-01-26,07:00:00,2.6443,V ugm-3,4.44043,V ugm-3
2018-01-26,08:00:00,0.84817,V ugm-3,1.94581,V ugm-3
2018-01-26,09:00:00,0.84817,V ugm-3,2.04559,V ugm-3
2018-01-26,10:00:00,2.19527,V ugm-3,3.69205,V ugm-3
2018-01-26,11:00:00,4.64,V ugm-3,6.6357,V ugm-3
2018-01-26,12:00:00,8.13248,V ugm-3,12.6228,V ugm-3
2018-01-26,13:00:00,29.43658,V ugm-3,27.14152,V ugm-3
2018-01-26,14:00:00,27.09163,V ugm-3,42.5583,V ugm-3
2018-01-26,15:00:00,18.26066,V ugm-3,35.97249,V ugm-3
2018-01-26,16:00:00,10.07828,V ugm-3,18.56001,V ugm-3
2018-01-26,17:00:00,3.09334,V ugm-3,10.12818,V ugm-3
2018-01-26,18:00:00,0.74839,V ugm-3,1.74624,V ugm-3
2018-01-26,19:00:00,-0.79828,V ugm-3,1.84602,V ugm-3
2018-01-26,20:00:00,1.29721,V ugm-3,1.94581,V ugm-3
2018-01-26,21:00:00,1.29721,V ugm-3,2.09549,V ugm-3
2018-01-26,22:00:00,1.09763,V ugm-3,2.09549,V ugm-3
2018-01-26,23:00:00,3.44258,V ugm-3,2.84387,V ugm-3
2018-01-26,24:00:00,5.43828,V ugm-3,3.89162,V ugm-3
2018-01-27,01:00:00,7.118,V ugm-3,7.91628,V ugm-3
2018-01-27,02:00:00,8.31542,V ugm-3,13.03857,V ugm-3
2018-01-27,03:00:00,9.87872,V ugm-3,11.77463,V ugm-3
2018-01-27,04:00:00,18.56001,V ugm-3,19.3084,V ugm-3
2018-01-27,05:00:00,32.33034,V ugm-3,33.9269,V ugm-3
2018-01-27,06:00:00,36.02239,V ugm-3,39.36518,V ugm-3
2018-01-27,07:00:00,39.11572,V ugm-3,48.74497,V ugm-3
2018-01-27,08:00:00,42.30884,V ugm-3,50.74067,V ugm-3
2018-01-27,09:00:00,43.20691,V ugm-3,48.94454,V ugm-3
2018-01-27,10:00:00,45.50196,V ugm-3,50.04218,V ugm-3
2018-01-27,11:00:00,48.44562,V ugm-3,54.98154,V ugm-3
2018-01-27,12:00:00,48.74497,V ugm-3,53.83401,V ugm-3
2018-01-27,13:00:00,45.20261,V ugm-3,54.13336,V ugm-3
2018-01-27,14:00:00,41.06153,V ugm-3,51.68863,V ugm-3
2018-01-27,15:00:00,31.68174,V ugm-3,47.99659,V ugm-3
2018-01-27,16:00:00,29.13722,V ugm-3,44.20476,V ugm-3
2018-01-27,17:00:00,22.6512,V ugm-3,42.80777,V ugm-3
2018-01-27,18:00:00,23.44948,V ugm-3,34.17636,V ugm-3
2018-01-27,19:00:00,27.34109,V ugm-3,37.2697,V ugm-3
2018-01-27,20:00:00,37.66884,V ugm-3,40.51271,V ugm-3
2018-01-27,21:00:00,48.94454,V ugm-3,39.21551,V ugm-3
2018-01-27,22:00:00,49.49336,V ugm-3,47.34798,V ugm-3
2018-01-27,23:00:00,49.04433,V ugm-3,61.61724,V ugm-3
2018-01-27,24:00:00,46.69938,V ugm-3,61.61724,V ugm-3
2018-01-28,01:00:00,42.84103,V ugm-3,63.33021,V ugm-3
2018-01-28,02:00:00,45.36891,V ugm-3,61.8667,V ugm-3
2018-01-28,03:00:00,42.80777,V ugm-3,58.42412,V ugm-3
2018-01-28,04:00:00,16.41463,V ugm-3,59.07272,V ugm-3
2018-01-28,05:00:00,51.8882,V ugm-3,58.82326,V ugm-3
2018-01-28,06:00:00,55.82971,V ugm-3,59.37208,V ugm-3
2018-01-28,07:00:00,62.81466,V ugm-3,55.13121,V ugm-3
2018-01-28,08:00:00,55.231,V ugm-3,53.78412,V ugm-3
2018-01-28,09:00:00,52.83616,V ugm-3,53.58455,V ugm-3
2018-01-28,10:00:00,51.73852,V ugm-3,53.08562,V ugm-3
2018-01-28,11:00:00,49.74282,V ugm-3,53.58455,V ugm-3
2018-01-28,12:00:00,57.17681,V ugm-3,53.83401,V ugm-3
2018-01-28,13:00:00,52.93594,V ugm-3,57.97509,V ugm-3
2018-01-28,14:00:00,53.33508,V ugm-3,58.22455,V ugm-3
2018-01-28,15:00:00,52.63659,V ugm-3,56.07917,V ugm-3
2018-01-28,16:00:00,53.53465,V ugm-3,58.67358,V ugm-3
2018-01-28,17:00:00,53.18541,V ugm-3,58.02498,V ugm-3
2018-01-28,18:00:00,52.13766,V ugm-3,58.5239,V ugm-3
2018-01-28,19:00:00,60.96864,V ugm-3,61.56735,V ugm-3
2018-01-28,20:00:00,61.91659,V ugm-3,65.05982,V ugm-3
2018-01-28,21:00:00,65.95789,V ugm-3,68.90154,V ugm-3
2018-01-28,22:00:00,70.69767,V ugm-3,71.69552,V ugm-3
2018-01-28,23:00:00,70.4981,V ugm-3,72.59359,V ugm-3
2018-01-28,24:00:00,73.74111,V ugm-3,74.24004,V ugm-3
2018-01-29,01:00:00,75.17137,V ugm-3,75.03832,V ugm-3
2018-01-29,02:00:00,77.43316,V ugm-3,75.10484,V ugm-3
2018-01-29,03:00:00,77.48305,V ugm-3,74.93854,V ugm-3
2018-01-29,04:00:00,76.93424,V ugm-3,75.38757,V ugm-3
2018-01-29,05:00:00,74.68907,V ugm-3,74.88864,V ugm-3
2018-01-29,06:00:00,70.24864,V ugm-3,74.83875,V ugm-3
2018-01-29,07:00:00,65.45896,V ugm-3,73.54155,V ugm-3
2018-01-29,08:00:00,64.71057,V ugm-3,70.79746,V ugm-3
2018-01-29,09:00:00,64.91014,V ugm-3,68.40262,V ugm-3
2018-01-29,10:00:00,62.11616,V ugm-3,69.05122,V ugm-3
2018-01-29,11:00:00,56.42842,V ugm-3,65.75832,V ugm-3
2018-01-29,12:00:00,42.75787,V ugm-3,60.46971,V ugm-3
2018-01-29,13:00:00,44.10497,V ugm-3,58.32433,V ugm-3
2018-01-29,14:00:00,44.6039,V ugm-3,61.76692,V ugm-3
2018-01-29,15:00:00,44.70368,V ugm-3,60.91874,V ugm-3
2018-01-29,16:00:00,41.21121,V ugm-3,61.11831,V ugm-3
2018-01-29,17:00:00,32.28045,V ugm-3,52.78627,V ugm-3
2018-01-29,18:00:00,15.41678,V ugm-3,29.88561,V ugm-3
2018-01-29,19:00:00,8.28216,V ugm-3,17.01334,V ugm-3
2018-01-29,20:00:00,13.37119,V ugm-3,27.49077,V ugm-3
2018-01-29,21:00:00,13.47098,V ugm-3,22.6512,V ugm-3
2018-01-29,22:00:00,16.36474,V ugm-3,15.76603,V ugm-3
2018-01-29,23:00:00,15.36689,V ugm-3,23.34969,V ugm-3
2018-01-29,24:00:00,29.23701,V ugm-3,32.52991,V ugm-3
2018-01-30,01:00:00,26.54281,V ugm-3,38.31744,V ugm-3
2018-01-30,02:00:00,42.57493,V ugm-3,41.77665,V ugm-3
2018-01-30,03:00:00,43.45637,V ugm-3,43.00734,V ugm-3
2018-01-30,04:00:00,37.02024,V ugm-3,47.29809,V ugm-3
2018-01-30,05:00:00,25.04604,V ugm-3,38.6168,V ugm-3
2018-01-30,06:00:00,14.01979,V ugm-3,36.82067,V ugm-3
2018-01-30,07:00:00,10.87657,V ugm-3,31.73163,V ugm-3
2018-01-30,08:00:00,5.18882,V ugm-3,15.66625,V ugm-3
2018-01-30,09:00:00,2.39484,V ugm-3,8.98065,V ugm-3
2018-01-30,10:00:00,6.6357,V ugm-3,27.98969,V ugm-3
