The 'absorption cross section' of Ozone at the relevant wavelength has been updated
by the BIPM (the international bureau of weights and measures) and reflected within
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%
and will dramatically improve measurement uncertainty - this change has been applied
to all data from 1 January 2025.
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:

Hourly measurement data supplied by UK-air on 18/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Birmingham A4540 Roadside",,"Birmingham Acocks Green",
Latitude,,52.476145,,52.437165,,
Longitude,,-1.874978,,-1.829999,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,West Midlands,,West Midlands,,
Agglomeration,,West Midlands Urban Area,,West Midlands Urban Area,,
Local Authority,,"Birmingham",,"Birmingham",,
Date,Time,"Ozone",Status,"Ozone",Status
2017-11-01,01:00:00,21.55356,V ugm-3,36.12217,V ugm-3
2017-11-01,02:00:00,21.35399,V ugm-3,31.0664,V ugm-3
2017-11-01,03:00:00,24.84647,V ugm-3,25.34539,V ugm-3
2017-11-01,04:00:00,16.46452,V ugm-3,21.15442,V ugm-3
2017-11-01,05:00:00,8.98065,V ugm-3,20.75528,V ugm-3
2017-11-01,06:00:00,5.03914,V ugm-3,19.80732,V ugm-3
2017-11-01,07:00:00,3.59226,V ugm-3,19.50797,V ugm-3
2017-11-01,08:00:00,2.34495,V ugm-3,16.46452,V ugm-3
2017-11-01,09:00:00,2.84387,V ugm-3,14.06969,V ugm-3
2017-11-01,10:00:00,7.83312,V ugm-3,17.26281,V ugm-3
2017-11-01,11:00:00,9.82882,V ugm-3,26.89206,V ugm-3
2017-11-01,12:00:00,15.71614,V ugm-3,34.12647,V ugm-3
2017-11-01,13:00:00,15.51657,V ugm-3,41.80991,V ugm-3
2017-11-01,14:00:00,19.20861,V ugm-3,44.45422,V ugm-3
2017-11-01,15:00:00,17.46238,V ugm-3,45.05293,V ugm-3
2017-11-01,16:00:00,10.97635,V ugm-3,29.23701,V ugm-3
2017-11-01,17:00:00,1.9957,V ugm-3,7.53377,V ugm-3
2017-11-01,18:00:00,1.29721,V ugm-3,2.6443,V ugm-3
2017-11-01,19:00:00,1.29721,V ugm-3,2.94366,V ugm-3
2017-11-01,20:00:00,1.04774,V ugm-3,2.89377,V ugm-3
2017-11-01,21:00:00,1.19742,V ugm-3,2.29506,V ugm-3
2017-11-01,22:00:00,0.79828,V ugm-3,2.04559,V ugm-3
2017-11-01,23:00:00,0,V ugm-3,1.79613,V ugm-3
2017-11-01,24:00:00,-0.04989,V ugm-3,1.79613,V ugm-3
2017-11-02,01:00:00,0.53219,V ugm-3,1.39699,V ugm-3
2017-11-02,02:00:00,0.33262,V ugm-3,3.65878,V ugm-3
2017-11-02,03:00:00,3.54237,V ugm-3,14.81807,V ugm-3
2017-11-02,04:00:00,2.89377,V ugm-3,24.84647,V ugm-3
2017-11-02,05:00:00,7.3342,V ugm-3,27.19141,V ugm-3
2017-11-02,06:00:00,2.29506,V ugm-3,22.10238,V ugm-3
2017-11-02,07:00:00,-0.6985,V ugm-3,11.17592,V ugm-3
2017-11-02,08:00:00,1.49678,V ugm-3,3.49248,V ugm-3
2017-11-02,09:00:00,3.24301,V ugm-3,3.69205,V ugm-3
2017-11-02,10:00:00,4.59011,V ugm-3,6.33635,V ugm-3
2017-11-02,11:00:00,9.23011,V ugm-3,10.82667,V ugm-3
2017-11-02,12:00:00,16.31485,V ugm-3,23.24991,V ugm-3
2017-11-02,13:00:00,27.14152,V ugm-3,31.98109,V ugm-3
2017-11-02,14:00:00,15.66625,V ugm-3,27.69034,V ugm-3
2017-11-02,15:00:00,22.20216,V ugm-3,25.54496,V ugm-3
2017-11-02,16:00:00,21.65335,V ugm-3,32.28045,V ugm-3
2017-11-02,17:00:00,5.68775,V ugm-3,20.15657,V ugm-3
2017-11-02,18:00:00,-0.24946,V ugm-3,4.09119,V ugm-3
2017-11-02,19:00:00,0.44903,V ugm-3,2.74409,V ugm-3
2017-11-02,20:00:00,0.6486,V ugm-3,2.39484,V ugm-3
2017-11-02,21:00:00,0.99785,V ugm-3,2.19527,V ugm-3
2017-11-02,22:00:00,0.74839,V ugm-3,2.19527,V ugm-3
2017-11-02,23:00:00,0.54882,V ugm-3,2.14538,V ugm-3
2017-11-02,24:00:00,0.74839,V ugm-3,2.04559,V ugm-3
2017-11-03,01:00:00,0.99785,V ugm-3,1.9957,V ugm-3
2017-11-03,02:00:00,1.86265,V ugm-3,1.79613,V ugm-3
2017-11-03,03:00:00,0.49893,V ugm-3,1.44688,V ugm-3
2017-11-03,04:00:00,0.6486,V ugm-3,1.74624,V ugm-3
2017-11-03,05:00:00,1.69635,V ugm-3,3.89162,V ugm-3
2017-11-03,06:00:00,1.14753,V ugm-3,2.59441,V ugm-3
2017-11-03,07:00:00,0.49893,V ugm-3,1.79613,V ugm-3
2017-11-03,08:00:00,0.54882,V ugm-3,2.44473,V ugm-3
2017-11-03,09:00:00,1.39699,V ugm-3,6.23656,V ugm-3
2017-11-03,10:00:00,5.83742,V ugm-3,14.21936,V ugm-3
2017-11-03,11:00:00,15.91571,V ugm-3,33.42798,V ugm-3
2017-11-03,12:00:00,19.40818,V ugm-3,47.44777,V ugm-3
2017-11-03,13:00:00,27.09163,V ugm-3,51.33938,V ugm-3
2017-11-03,14:00:00,28.23916,V ugm-3,57.47616,V ugm-3
2017-11-03,15:00:00,26.29335,V ugm-3,55.18111,V ugm-3
2017-11-03,16:00:00,14.31915,V ugm-3,46.05078,V ugm-3
2017-11-03,17:00:00,5.3385,V ugm-3,26.84217,V ugm-3
2017-11-03,18:00:00,2.19527,V ugm-3,4.83957,V ugm-3
2017-11-03,19:00:00,1.59656,V ugm-3,6.73549,V ugm-3
2017-11-03,20:00:00,1.44688,V ugm-3,5.73764,V ugm-3
2017-11-03,21:00:00,1.19742,V ugm-3,8.83097,V ugm-3
2017-11-03,22:00:00,1.74624,V ugm-3,10.87657,V ugm-3
2017-11-03,23:00:00,1.79613,V ugm-3,9.67915,V ugm-3
2017-11-03,24:00:00,1.59656,V ugm-3,6.18667,V ugm-3
2017-11-04,01:00:00,2.26179,V ugm-3,7.9828,V ugm-3
2017-11-04,02:00:00,4.12445,V ugm-3,13.70381,V ugm-3
2017-11-04,03:00:00,5.38839,V ugm-3,18.95915,V ugm-3
2017-11-04,04:00:00,7.9828,V ugm-3,16.71399,V ugm-3
2017-11-04,05:00:00,6.28646,V ugm-3,13.57076,V ugm-3
2017-11-04,06:00:00,3.69205,V ugm-3,10.6271,V ugm-3
2017-11-04,07:00:00,0.59871,V ugm-3,11.77463,V ugm-3
2017-11-04,08:00:00,17.76173,V ugm-3,24.74668,V ugm-3
2017-11-04,09:00:00,31.63185,V ugm-3,38.26755,V ugm-3
2017-11-04,10:00:00,35.72303,V ugm-3,45.30239,V ugm-3
2017-11-04,11:00:00,35.87271,V ugm-3,44.85336,V ugm-3
2017-11-04,12:00:00,35.67314,V ugm-3,43.85551,V ugm-3
2017-11-04,13:00:00,42.15916,V ugm-3,47.49766,V ugm-3
2017-11-04,14:00:00,46.94884,V ugm-3,56.27874,V ugm-3
2017-11-04,15:00:00,35.97249,V ugm-3,51.33938,V ugm-3
2017-11-04,16:00:00,32.67959,V ugm-3,47.59745,V ugm-3
2017-11-04,17:00:00,34.37593,V ugm-3,50.99014,V ugm-3
2017-11-04,18:00:00,20.70539,V ugm-3,39.11572,V ugm-3
2017-11-04,19:00:00,17.9613,V ugm-3,40.06368,V ugm-3
2017-11-04,20:00:00,23.99829,V ugm-3,29.2869,V ugm-3
2017-11-04,21:00:00,27.39098,V ugm-3,32.67959,V ugm-3
2017-11-04,22:00:00,36.12217,V ugm-3,49.19401,V ugm-3
2017-11-04,23:00:00,38.36733,V ugm-3,51.78842,V ugm-3
2017-11-04,24:00:00,37.02024,V ugm-3,46.00089,V ugm-3
2017-11-05,01:00:00,33.52776,V ugm-3,45.96762,V ugm-3
2017-11-05,02:00:00,35.25737,V ugm-3,41.9097,V ugm-3
2017-11-05,03:00:00,38.06798,V ugm-3,41.80991,V ugm-3
2017-11-05,04:00:00,48.29594,V ugm-3,47.2482,V ugm-3
2017-11-05,05:00:00,45.40218,V ugm-3,46.35013,V ugm-3
2017-11-05,06:00:00,46.5497,V ugm-3,51.18971,V ugm-3
2017-11-05,07:00:00,38.36733,V ugm-3,49.74282,V ugm-3
2017-11-05,08:00:00,22.35184,V ugm-3,33.12862,V ugm-3
2017-11-05,09:00:00,25.64475,V ugm-3,35.07443,V ugm-3
2017-11-05,10:00:00,33.77722,V ugm-3,47.84691,V ugm-3
2017-11-05,11:00:00,41.46067,V ugm-3,50.14196,V ugm-3
2017-11-05,12:00:00,46.79917,V ugm-3,54.98154,V ugm-3
2017-11-05,13:00:00,47.14841,V ugm-3,57.8753,V ugm-3
2017-11-05,14:00:00,46.25035,V ugm-3,54.03358,V ugm-3
2017-11-05,15:00:00,44.15486,V ugm-3,53.2353,V ugm-3
2017-11-05,16:00:00,37.31959,V ugm-3,47.59745,V ugm-3
2017-11-05,17:00:00,23.20001,V ugm-3,37.2697,V ugm-3
2017-11-05,18:00:00,16.11528,V ugm-3,25.49507,V ugm-3
2017-11-05,19:00:00,10.27786,V ugm-3,18.90926,V ugm-3
2017-11-05,20:00:00,4.83957,V ugm-3,8.28216,V ugm-3
2017-11-05,21:00:00,3.19312,V ugm-3,2.89377,V ugm-3
2017-11-05,22:00:00,4.54022,V ugm-3,1.84602,V ugm-3
2017-11-05,23:00:00,2.09549,V ugm-3,1.74624,V ugm-3
2017-11-05,24:00:00,1.19742,V ugm-3,3.04344,V ugm-3
2017-11-06,01:00:00,1.33047,V ugm-3,7.25104,V ugm-3
2017-11-06,02:00:00,3.32617,V ugm-3,14.16947,V ugm-3
2017-11-06,03:00:00,2.89377,V ugm-3,13.22151,V ugm-3
2017-11-06,04:00:00,5.73764,V ugm-3,14.6684,V ugm-3
2017-11-06,05:00:00,8.6314,V ugm-3,21.45378,V ugm-3
2017-11-06,06:00:00,3.09334,V ugm-3,16.36474,V ugm-3
2017-11-06,07:00:00,2.24516,V ugm-3,15.71614,V ugm-3
2017-11-06,08:00:00,1.3471,V ugm-3,6.73549,V ugm-3
2017-11-06,09:00:00,2.84387,V ugm-3,9.77893,V ugm-3
2017-11-06,10:00:00,6.73549,V ugm-3,23.59915,V ugm-3
2017-11-06,11:00:00,14.26926,V ugm-3,36.87056,V ugm-3
2017-11-06,12:00:00,25.59485,V ugm-3,43.35658,V ugm-3
2017-11-06,13:00:00,31.78152,V ugm-3,51.33938,V ugm-3
2017-11-06,14:00:00,28.88776,V ugm-3,47.8968,V ugm-3
2017-11-06,15:00:00,20.95485,V ugm-3,39.46497,V ugm-3
2017-11-06,16:00:00,15.16732,V ugm-3,31.73163,V ugm-3
2017-11-06,17:00:00,4.98925,V ugm-3,21.55356,V ugm-3
2017-11-06,18:00:00,9.82882,V ugm-3,32.6297,V ugm-3
2017-11-06,19:00:00,8.48173,V ugm-3,30.73378,V ugm-3
2017-11-06,20:00:00,13.12173,V ugm-3,39.61465,V ugm-3
2017-11-06,21:00:00,12.72259,V ugm-3,40.66239,V ugm-3
2017-11-06,22:00:00,24.14797,V ugm-3,45.60175,V ugm-3
2017-11-06,23:00:00,33.12862,V ugm-3,50.5411,V ugm-3
2017-11-06,24:00:00,39.56475,V ugm-3,52.63659,V ugm-3
2017-11-07,01:00:00,40.51271,V ugm-3,50.35816,V ugm-3
2017-11-07,02:00:00,51.75515,V ugm-3,54.94827,V ugm-3
2017-11-07,03:00:00,54.23315,V ugm-3,61.66713,V ugm-3
2017-11-07,04:00:00,57.47616,V ugm-3,61.06842,V ugm-3
2017-11-07,05:00:00,53.98369,V ugm-3,59.72132,V ugm-3
2017-11-07,06:00:00,41.06153,V ugm-3,57.57595,V ugm-3
2017-11-07,07:00:00,35.02454,V ugm-3,55.72992,V ugm-3
2017-11-07,08:00:00,23.99829,V ugm-3,48.99444,V ugm-3
2017-11-07,09:00:00,22.00259,V ugm-3,45.30239,V ugm-3
2017-11-07,10:00:00,24.24776,V ugm-3,47.54755,V ugm-3
2017-11-07,11:00:00,24.49722,V ugm-3,53.13551,V ugm-3
2017-11-07,12:00:00,17.9613,V ugm-3,50.24175,V ugm-3
2017-11-07,13:00:00,13.02194,V ugm-3,45.50196,V ugm-3
2017-11-07,14:00:00,26.94195,V ugm-3,49.54325,V ugm-3
2017-11-07,15:00:00,25.39528,V ugm-3,42.00949,V ugm-3
2017-11-07,16:00:00,11.52517,V ugm-3,34.5755,V ugm-3
2017-11-07,17:00:00,4.19097,V ugm-3,15.317,V ugm-3
2017-11-07,18:00:00,4.73979,V ugm-3,11.47528,V ugm-3
2017-11-07,19:00:00,6.23656,V ugm-3,10.82667,V ugm-3
2017-11-07,20:00:00,12.57291,V ugm-3,18.90926,V ugm-3
2017-11-07,21:00:00,16.31485,V ugm-3,24.69679,V ugm-3
2017-11-07,22:00:00,26.14367,V ugm-3,33.87701,V ugm-3
2017-11-07,23:00:00,30.83357,V ugm-3,40.71228,V ugm-3
2017-11-07,24:00:00,27.84002,V ugm-3,40.6125,V ugm-3
2017-11-08,01:00:00,26.21019,V ugm-3,38.65006,V ugm-3
2017-11-08,02:00:00,29.0707,V ugm-3,37.58568,V ugm-3
2017-11-08,03:00:00,27.54066,V ugm-3,33.77722,V ugm-3
2017-11-08,04:00:00,26.6426,V ugm-3,31.2826,V ugm-3
2017-11-08,05:00:00,21.25421,V ugm-3,30.83357,V ugm-3
2017-11-08,06:00:00,11.22581,V ugm-3,17.71184,V ugm-3
2017-11-08,07:00:00,3.69205,V ugm-3,4.49033,V ugm-3
2017-11-08,08:00:00,2.49463,V ugm-3,3.04344,V ugm-3
2017-11-08,09:00:00,4.29076,V ugm-3,7.23441,V ugm-3
2017-11-08,10:00:00,7.38409,V ugm-3,13.77033,V ugm-3
2017-11-08,11:00:00,14.6684,V ugm-3,23.10023,V ugm-3
2017-11-08,12:00:00,22.25206,V ugm-3,37.31959,V ugm-3
2017-11-08,13:00:00,29.88561,V ugm-3,48.89465,V ugm-3
2017-11-08,14:00:00,29.08733,V ugm-3,47.74712,V ugm-3
2017-11-08,15:00:00,24.19786,V ugm-3,48.39573,V ugm-3
2017-11-08,16:00:00,15.01764,V ugm-3,34.12647,V ugm-3
2017-11-08,17:00:00,4.78968,V ugm-3,12.02409,V ugm-3
2017-11-08,18:00:00,0.09979,V ugm-3,2.19527,V ugm-3
2017-11-08,19:00:00,1.09763,V ugm-3,1.79613,V ugm-3
2017-11-08,20:00:00,1.24731,V ugm-3,2.19527,V ugm-3
2017-11-08,21:00:00,0.99785,V ugm-3,2.59441,V ugm-3
2017-11-08,22:00:00,1.3471,V ugm-3,2.39484,V ugm-3
2017-11-08,23:00:00,2.6443,V ugm-3,11.72474,V ugm-3
2017-11-08,24:00:00,16.26496,V ugm-3,25.69464,V ugm-3
2017-11-09,01:00:00,22.21879,V ugm-3,37.98482,V ugm-3
2017-11-09,02:00:00,42.37536,V ugm-3,37.98482,V ugm-3
2017-11-09,03:00:00,42.30884,V ugm-3,41.61035,V ugm-3
2017-11-09,04:00:00,41.21121,V ugm-3,39.61465,V ugm-3
2017-11-09,05:00:00,36.12217,V ugm-3,38.6168,V ugm-3
2017-11-09,06:00:00,24.99614,V ugm-3,40.11357,V ugm-3
2017-11-09,07:00:00,12.72259,V ugm-3,27.39098,V ugm-3
2017-11-09,08:00:00,5.23871,V ugm-3,10.72689,V ugm-3
2017-11-09,09:00:00,1.74624,V ugm-3,13.67055,V ugm-3
2017-11-09,10:00:00,5.93721,V ugm-3,24.6469,V ugm-3
2017-11-09,11:00:00,16.71399,V ugm-3,34.27615,V ugm-3
2017-11-09,12:00:00,25.64475,V ugm-3,29.9355,V ugm-3
2017-11-09,13:00:00,27.88991,V ugm-3,51.73852,V ugm-3
2017-11-09,14:00:00,22.20216,V ugm-3,44.65379,V ugm-3
2017-11-09,15:00:00,26.24346,V ugm-3,44.00519,V ugm-3
2017-11-09,16:00:00,21.50367,V ugm-3,39.96389,V ugm-3
2017-11-09,17:00:00,15.16732,V ugm-3,33.82712,V ugm-3
2017-11-09,18:00:00,4.39054,V ugm-3,9.62925,V ugm-3
2017-11-09,19:00:00,6.58581,V ugm-3,15.51657,V ugm-3
2017-11-09,20:00:00,4.29076,V ugm-3,15.81592,V ugm-3
2017-11-09,21:00:00,2.04559,V ugm-3,4.29076,V ugm-3
2017-11-09,22:00:00,4.39054,V ugm-3,17.06323,V ugm-3
2017-11-09,23:00:00,14.11958,V ugm-3,22.25206,V ugm-3
2017-11-09,24:00:00,20.10668,V ugm-3,33.32819,V ugm-3
2017-11-10,01:00:00,23.0836,V ugm-3,44.23802,V ugm-3
2017-11-10,02:00:00,41.71013,V ugm-3,46.30024,V ugm-3
2017-11-10,03:00:00,41.11142,V ugm-3,46.10067,V ugm-3
2017-11-10,04:00:00,45.95099,V ugm-3,44.554,V ugm-3
2017-11-10,05:00:00,40.76217,V ugm-3,42.25895,V ugm-3
2017-11-10,06:00:00,27.59055,V ugm-3,36.02239,V ugm-3
2017-11-10,07:00:00,36.22196,V ugm-3,49.09422,V ugm-3
2017-11-10,08:00:00,41.41078,V ugm-3,57.72562,V ugm-3
2017-11-10,09:00:00,35.12432,V ugm-3,55.13121,V ugm-3
2017-11-10,10:00:00,44.35443,V ugm-3,57.27659,V ugm-3
2017-11-10,11:00:00,50.591,V ugm-3,66.10756,V ugm-3
2017-11-10,12:00:00,47.74712,V ugm-3,66.60649,V ugm-3
2017-11-10,13:00:00,51.33938,V ugm-3,69.55015,V ugm-3
2017-11-10,14:00:00,56.17896,V ugm-3,69.45036,V ugm-3
2017-11-10,15:00:00,48.64519,V ugm-3,67.45466,V ugm-3
2017-11-10,16:00:00,33.52776,V ugm-3,59.37208,V ugm-3
2017-11-10,17:00:00,20.95485,V ugm-3,50.34153,V ugm-3
2017-11-10,18:00:00,16.76388,V ugm-3,45.70153,V ugm-3
2017-11-10,19:00:00,25.54496,V ugm-3,36.32174,V ugm-3
2017-11-10,20:00:00,23.69894,V ugm-3,39.66454,V ugm-3
2017-11-10,21:00:00,30.03529,V ugm-3,42.45852,V ugm-3
2017-11-10,22:00:00,35.9226,V ugm-3,48.04648,V ugm-3
2017-11-10,23:00:00,38.66669,V ugm-3,49.14411,V ugm-3
2017-11-10,24:00:00,23.64905,V ugm-3,37.46927,V ugm-3
2017-11-11,01:00:00,14.50209,V ugm-3,35.39041,V ugm-3
2017-11-11,02:00:00,26.34324,V ugm-3,37.98482,V ugm-3
2017-11-11,03:00:00,24.79657,V ugm-3,31.23271,V ugm-3
2017-11-11,04:00:00,19.75743,V ugm-3,30.88346,V ugm-3
2017-11-11,05:00:00,12.97205,V ugm-3,25.19571,V ugm-3
2017-11-11,06:00:00,17.51227,V ugm-3,21.75313,V ugm-3
2017-11-11,07:00:00,8.83097,V ugm-3,16.31485,V ugm-3
2017-11-11,08:00:00,5.38839,V ugm-3,9.37979,V ugm-3
2017-11-11,09:00:00,6.6357,V ugm-3,12.07399,V ugm-3
2017-11-11,10:00:00,9.72904,V ugm-3,22.70109,V ugm-3
2017-11-11,11:00:00,16.6142,V ugm-3,31.23271,V ugm-3
2017-11-11,12:00:00,28.43873,V ugm-3,38.36733,V ugm-3
2017-11-11,13:00:00,29.98539,V ugm-3,41.31099,V ugm-3
2017-11-11,14:00:00,38.6168,V ugm-3,43.15701,V ugm-3
2017-11-11,15:00:00,30.88346,V ugm-3,48.09637,V ugm-3
2017-11-11,16:00:00,23.89851,V ugm-3,41.16131,V ugm-3
2017-11-11,17:00:00,12.02409,V ugm-3,30.08518,V ugm-3
2017-11-11,18:00:00,9.87872,V ugm-3,16.86367,V ugm-3
2017-11-11,19:00:00,6.23656,V ugm-3,5.88732,V ugm-3
2017-11-11,20:00:00,2.14538,V ugm-3,2.6443,V ugm-3
2017-11-11,21:00:00,3.29291,V ugm-3,2.04559,V ugm-3
2017-11-11,22:00:00,2.19527,V ugm-3,3.39269,V ugm-3
2017-11-11,23:00:00,6.93506,V ugm-3,6.38624,V ugm-3
2017-11-11,24:00:00,8.6314,V ugm-3,16.06539,V ugm-3
2017-11-12,01:00:00,13.37119,V ugm-3,22.95055,V ugm-3
2017-11-12,02:00:00,16.8304,V ugm-3,31.9312,V ugm-3
2017-11-12,03:00:00,22.85077,V ugm-3,30.28475,V ugm-3
2017-11-12,04:00:00,41.16131,V ugm-3,40.76217,V ugm-3
2017-11-12,05:00:00,54.18326,V ugm-3,58.32433,V ugm-3
2017-11-12,06:00:00,56.07917,V ugm-3,61.76692,V ugm-3
2017-11-12,07:00:00,63.81251,V ugm-3,68.65208,V ugm-3
2017-11-12,08:00:00,66.15746,V ugm-3,71.14671,V ugm-3
2017-11-12,09:00:00,70.59789,V ugm-3,75.58714,V ugm-3
2017-11-12,10:00:00,69.74971,V ugm-3,73.94069,V ugm-3
2017-11-12,11:00:00,64.31143,V ugm-3,70.99703,V ugm-3
2017-11-12,12:00:00,58.12476,V ugm-3,65.50885,V ugm-3
2017-11-12,13:00:00,55.33078,V ugm-3,60.07057,V ugm-3
2017-11-12,14:00:00,51.53895,V ugm-3,56.72777,V ugm-3
2017-11-12,15:00:00,49.29379,V ugm-3,55.43057,V ugm-3
2017-11-12,16:00:00,41.71013,V ugm-3,51.78842,V ugm-3
2017-11-12,17:00:00,32.23056,V ugm-3,42.6082,V ugm-3
2017-11-12,18:00:00,27.74023,V ugm-3,35.87271,V ugm-3
2017-11-12,19:00:00,30.03529,V ugm-3,35.82282,V ugm-3
2017-11-12,20:00:00,32.52991,V ugm-3,37.51916,V ugm-3
2017-11-12,21:00:00,31.9312,V ugm-3,38.51701,V ugm-3
2017-11-12,22:00:00,31.98109,V ugm-3,38.5669,V ugm-3
2017-11-12,23:00:00,33.52776,V ugm-3,39.61465,V ugm-3
2017-11-12,24:00:00,35.52346,V ugm-3,40.06368,V ugm-3
2017-11-13,01:00:00,35.45694,V ugm-3,40.91185,V ugm-3
2017-11-13,02:00:00,38.18439,V ugm-3,37.45264,V ugm-3
2017-11-13,03:00:00,36.77077,V ugm-3,39.06583,V ugm-3
2017-11-13,04:00:00,39.01594,V ugm-3,40.86196,V ugm-3
2017-11-13,05:00:00,34.47572,V ugm-3,42.85766,V ugm-3
2017-11-13,06:00:00,15.46668,V ugm-3,32.77937,V ugm-3
2017-11-13,07:00:00,6.93506,V ugm-3,21.50367,V ugm-3
2017-11-13,08:00:00,2.34495,V ugm-3,7.13463,V ugm-3
2017-11-13,09:00:00,3.19312,V ugm-3,8.23226,V ugm-3
2017-11-13,10:00:00,4.19097,V ugm-3,7.9828,V ugm-3
2017-11-13,11:00:00,6.48603,V ugm-3,9.62925,V ugm-3
2017-11-13,12:00:00,8.28216,V ugm-3,13.52087,V ugm-3
2017-11-13,13:00:00,12.27356,V ugm-3,18.56001,V ugm-3
2017-11-13,14:00:00,11.07614,V ugm-3,20.40603,V ugm-3
2017-11-13,15:00:00,10.07828,V ugm-3,29.43658,V ugm-3
2017-11-13,16:00:00,9.42968,V ugm-3,28.28905,V ugm-3
2017-11-13,17:00:00,5.88732,V ugm-3,17.91141,V ugm-3
2017-11-13,18:00:00,2.24516,V ugm-3,8.83097,V ugm-3
2017-11-13,19:00:00,2.14538,V ugm-3,2.74409,V ugm-3
2017-11-13,20:00:00,2.24516,V ugm-3,8.23226,V ugm-3
2017-11-13,21:00:00,3.09334,V ugm-3,13.62065,V ugm-3
2017-11-13,22:00:00,6.83527,V ugm-3,20.30625,V ugm-3
2017-11-13,23:00:00,21.10453,V ugm-3,24.09808,V ugm-3
2017-11-13,24:00:00,26.14367,V ugm-3,29.48647,V ugm-3
2017-11-14,01:00:00,25.34539,V ugm-3,29.00417,V ugm-3
2017-11-14,02:00:00,37.85178,V ugm-3,35.72303,V ugm-3
2017-11-14,03:00:00,34.37593,V ugm-3,35.12432,V ugm-3
2017-11-14,04:00:00,41.11142,V ugm-3,32.77937,V ugm-3
2017-11-14,05:00:00,36.52131,V ugm-3,36.72088,V ugm-3
2017-11-14,06:00:00,26.24346,V ugm-3,34.67529,V ugm-3
2017-11-14,07:00:00,16.86367,V ugm-3,31.18281,V ugm-3
2017-11-14,08:00:00,6.53592,V ugm-3,23.05034,V ugm-3
2017-11-14,09:00:00,8.23226,V ugm-3,24.69679,V ugm-3
2017-11-14,10:00:00,11.52517,V ugm-3,29.08733,V ugm-3
2017-11-14,11:00:00,15.9656,V ugm-3,36.22196,V ugm-3
2017-11-14,12:00:00,21.40388,V ugm-3,39.11572,V ugm-3
2017-11-14,13:00:00,19.45808,V ugm-3,36.67099,V ugm-3
2017-11-14,14:00:00,15.61635,V ugm-3,39.66454,V ugm-3
2017-11-14,15:00:00,12.87227,V ugm-3,32.03099,V ugm-3
2017-11-14,16:00:00,8.93076,V ugm-3,32.18066,V ugm-3
2017-11-14,17:00:00,5.53807,V ugm-3,26.24346,V ugm-3
2017-11-14,18:00:00,3.54237,V ugm-3,16.16517,V ugm-3
2017-11-14,19:00:00,3.19312,V ugm-3,19.25851,V ugm-3
2017-11-14,20:00:00,6.73549,V ugm-3,21.65335,V ugm-3
2017-11-14,21:00:00,3.19312,V ugm-3,24.84647,V ugm-3
2017-11-14,22:00:00,3.04344,V ugm-3,27.84002,V ugm-3
2017-11-14,23:00:00,6.83527,V ugm-3,31.38238,V ugm-3
2017-11-14,24:00:00,8.33205,V ugm-3,30.23486,V ugm-3
2017-11-15,01:00:00,12.43986,V ugm-3,29.13722,V ugm-3
2017-11-15,02:00:00,24.08145,V ugm-3,32.66296,V ugm-3
2017-11-15,03:00:00,25.04604,V ugm-3,31.88131,V ugm-3
2017-11-15,04:00:00,17.56216,V ugm-3,30.93335,V ugm-3
2017-11-15,05:00:00,15.51657,V ugm-3,29.33679,V ugm-3
2017-11-15,06:00:00,2.09549,V ugm-3,22.55141,V ugm-3
2017-11-15,07:00:00,0.89807,V ugm-3,11.67485,V ugm-3
2017-11-15,08:00:00,2.09549,V ugm-3,3.94151,V ugm-3
2017-11-15,09:00:00,1.39699,V ugm-3,5.73764,V ugm-3
2017-11-15,10:00:00,1.89592,V ugm-3,6.13678,V ugm-3
2017-11-15,11:00:00,3.39269,V ugm-3,4.73979,V ugm-3
2017-11-15,12:00:00,6.23656,V ugm-3,6.88517,V ugm-3
2017-11-15,13:00:00,8.48173,V ugm-3,8.48173,V ugm-3
2017-11-15,14:00:00,4.39054,V ugm-3,11.9742,V ugm-3
2017-11-15,15:00:00,2.6443,V ugm-3,15.66625,V ugm-3
2017-11-15,16:00:00,2.74409,V ugm-3,10.27786,V ugm-3
2017-11-15,17:00:00,0.6985,V ugm-3,5.88732,V ugm-3
2017-11-15,18:00:00,0.84817,V ugm-3,2.74409,V ugm-3
2017-11-15,19:00:00,0.54882,V ugm-3,3.44258,V ugm-3
2017-11-15,20:00:00,0.39914,V ugm-3,2.54452,V ugm-3
2017-11-15,21:00:00,1.54667,V ugm-3,3.19312,V ugm-3
2017-11-15,22:00:00,2.34495,V ugm-3,7.88302,V ugm-3
2017-11-15,23:00:00,2.04559,V ugm-3,11.37549,V ugm-3
2017-11-15,24:00:00,9.23011,V ugm-3,25.54496,V ugm-3
2017-11-16,01:00:00,15.23384,V ugm-3,31.53206,V ugm-3
2017-11-16,02:00:00,30.00202,V ugm-3,30.26812,V ugm-3
2017-11-16,03:00:00,29.33679,V ugm-3,32.72948,V ugm-3
2017-11-16,04:00:00,28.98754,V ugm-3,33.32819,V ugm-3
2017-11-16,05:00:00,28.88776,V ugm-3,33.52776,V ugm-3
2017-11-16,06:00:00,17.21291,V ugm-3,32.43012,V ugm-3
