Hourly measurement data supplied by UK-air on 14/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow High Street",,"Glasgow Townhead",
Latitude,,55.860936,,55.865782,,
Longitude,,-4.238214,,-4.243631,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,Central Scotland,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,"Glasgow",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2018-05-26,19:00:00,10.9,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2018-05-26,20:00:00,13.3,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-05-26,21:00:00,13.5,V ugm-3 (TEOM FDMS),13.1,V ugm-3 (TEOM FDMS)
2018-05-26,22:00:00,8.8,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS)
2018-05-26,23:00:00,14.4,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS)
2018-05-26,24:00:00,12.8,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS)
2018-05-27,01:00:00,13.5,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-05-27,02:00:00,12.3,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-05-27,03:00:00,9.8,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS)
2018-05-27,04:00:00,10.3,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-05-27,05:00:00,5.9,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS)
2018-05-27,06:00:00,9.3,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS)
2018-05-27,07:00:00,6.5,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2018-05-27,08:00:00,5.7,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS)
2018-05-27,09:00:00,13.6,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS)
2018-05-27,10:00:00,11.3,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-05-27,11:00:00,11.7,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS)
2018-05-27,12:00:00,12.6,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-05-27,13:00:00,8.2,V ugm-3 (TEOM FDMS),12.2,V ugm-3 (TEOM FDMS)
2018-05-27,14:00:00,11.6,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS)
2018-05-27,15:00:00,13.6,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS)
2018-05-27,16:00:00,12.2,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS)
2018-05-27,17:00:00,14,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-05-27,18:00:00,11.1,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS)
2018-05-27,19:00:00,12.8,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS)
2018-05-27,20:00:00,14.4,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS)
2018-05-27,21:00:00,10.4,V ugm-3 (TEOM FDMS),14.7,V ugm-3 (TEOM FDMS)
2018-05-27,22:00:00,13.4,V ugm-3 (TEOM FDMS),16.5,V ugm-3 (TEOM FDMS)
2018-05-27,23:00:00,15.4,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS)
2018-05-27,24:00:00,18.5,V ugm-3 (TEOM FDMS),20.7,V ugm-3 (TEOM FDMS)
2018-05-28,01:00:00,23.6,V ugm-3 (TEOM FDMS),23,V ugm-3 (TEOM FDMS)
2018-05-28,02:00:00,22.3,V ugm-3 (TEOM FDMS),28.5,V ugm-3 (TEOM FDMS)
2018-05-28,03:00:00,18,V ugm-3 (TEOM FDMS),18.8,V ugm-3 (TEOM FDMS)
2018-05-28,04:00:00,18.6,V ugm-3 (TEOM FDMS),19.9,V ugm-3 (TEOM FDMS)
2018-05-28,05:00:00,21.4,V ugm-3 (TEOM FDMS),22.1,V ugm-3 (TEOM FDMS)
2018-05-28,06:00:00,17,V ugm-3 (TEOM FDMS),22.8,V ugm-3 (TEOM FDMS)
2018-05-28,07:00:00,15,V ugm-3 (TEOM FDMS),16.9,V ugm-3 (TEOM FDMS)
2018-05-28,08:00:00,10.8,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS)
2018-05-28,09:00:00,22.5,V ugm-3 (TEOM FDMS),18.7,V ugm-3 (TEOM FDMS)
2018-05-28,10:00:00,16.7,V ugm-3 (TEOM FDMS),19.4,V ugm-3 (TEOM FDMS)
2018-05-28,11:00:00,16.2,V ugm-3 (TEOM FDMS),18.8,V ugm-3 (TEOM FDMS)
2018-05-28,12:00:00,7.4,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS)
2018-05-28,13:00:00,6.1,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS)
2018-05-28,14:00:00,5.3,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS)
2018-05-28,15:00:00,4.7,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS)
2018-05-28,16:00:00,3.2,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-05-28,17:00:00,7.7,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-05-28,18:00:00,8.2,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2018-05-28,19:00:00,7.3,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS)
2018-05-28,20:00:00,8.5,V ugm-3 (TEOM FDMS),-0.1,V ugm-3 (TEOM FDMS)
2018-05-28,21:00:00,8.3,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS)
2018-05-28,22:00:00,7.6,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS)
2018-05-28,23:00:00,10,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS)
2018-05-28,24:00:00,17.9,V ugm-3 (TEOM FDMS),18.9,V ugm-3 (TEOM FDMS)
2018-05-29,01:00:00,21.1,V ugm-3 (TEOM FDMS),20.3,V ugm-3 (TEOM FDMS)
2018-05-29,02:00:00,20.7,V ugm-3 (TEOM FDMS),20.9,V ugm-3 (TEOM FDMS)
2018-05-29,03:00:00,29.9,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS)
2018-05-29,04:00:00,28.5,V ugm-3 (TEOM FDMS),37.6,V ugm-3 (TEOM FDMS)
2018-05-29,05:00:00,22.2,V ugm-3 (TEOM FDMS),29.7,V ugm-3 (TEOM FDMS)
2018-05-29,06:00:00,12,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS)
2018-05-29,07:00:00,12.6,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS)
2018-05-29,08:00:00,8.8,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS)
2018-05-29,09:00:00,4.4,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS)
2018-05-29,10:00:00,10.2,V ugm-3 (TEOM FDMS),12.3,V ugm-3 (TEOM FDMS)
2018-05-29,11:00:00,8.4,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-05-29,12:00:00,13.1,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS)
2018-05-29,13:00:00,11.1,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS)
2018-05-29,14:00:00,11.1,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2018-05-29,15:00:00,9.7,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS)
2018-05-29,16:00:00,9.1,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS)
2018-05-29,17:00:00,10.8,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2018-05-29,18:00:00,8.6,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS)
2018-05-29,19:00:00,10.4,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS)
2018-05-29,20:00:00,8,V ugm-3 (TEOM FDMS),9.1,V ugm-3 (TEOM FDMS)
2018-05-29,21:00:00,8.2,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS)
2018-05-29,22:00:00,12,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2018-05-29,23:00:00,10.5,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-05-29,24:00:00,10,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS)
2018-05-30,01:00:00,10.4,V ugm-3 (TEOM FDMS),9.5,V ugm-3 (TEOM FDMS)
2018-05-30,02:00:00,14,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-05-30,03:00:00,12.7,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS)
2018-05-30,04:00:00,13.5,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS)
2018-05-30,05:00:00,19.2,V ugm-3 (TEOM FDMS),20.7,V ugm-3 (TEOM FDMS)
2018-05-30,06:00:00,24.2,V ugm-3 (TEOM FDMS),23.8,V ugm-3 (TEOM FDMS)
2018-05-30,07:00:00,16.3,V ugm-3 (TEOM FDMS),21.6,V ugm-3 (TEOM FDMS)
2018-05-30,08:00:00,11.8,V ugm-3 (TEOM FDMS),21.9,V ugm-3 (TEOM FDMS)
2018-05-30,09:00:00,15,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2018-05-30,10:00:00,14.3,V ugm-3 (TEOM FDMS),13.3,V ugm-3 (TEOM FDMS)
2018-05-30,11:00:00,11.3,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2018-05-30,12:00:00,11.5,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS)
2018-05-30,13:00:00,16.1,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS)
2018-05-30,14:00:00,10.3,V ugm-3 (TEOM FDMS),12.3,V ugm-3 (TEOM FDMS)
2018-05-30,15:00:00,12.3,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS)
2018-05-30,16:00:00,13.4,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2018-05-30,17:00:00,13.3,V ugm-3 (TEOM FDMS),15.9,V ugm-3 (TEOM FDMS)
2018-05-30,18:00:00,17,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS)
2018-05-30,19:00:00,16.9,V ugm-3 (TEOM FDMS),18.2,V ugm-3 (TEOM FDMS)
2018-05-30,20:00:00,15.8,V ugm-3 (TEOM FDMS),18.6,V ugm-3 (TEOM FDMS)
2018-05-30,21:00:00,18.7,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS)
2018-05-30,22:00:00,19.9,V ugm-3 (TEOM FDMS),20.2,V ugm-3 (TEOM FDMS)
2018-05-30,23:00:00,15.5,V ugm-3 (TEOM FDMS),20.3,V ugm-3 (TEOM FDMS)
2018-05-30,24:00:00,21.5,V ugm-3 (TEOM FDMS),22.7,V ugm-3 (TEOM FDMS)
2018-05-31,01:00:00,23.9,V ugm-3 (TEOM FDMS),23.4,V ugm-3 (TEOM FDMS)
2018-05-31,02:00:00,29.6,V ugm-3 (TEOM FDMS),25.3,V ugm-3 (TEOM FDMS)
2018-05-31,03:00:00,24.8,V ugm-3 (TEOM FDMS),25.9,V ugm-3 (TEOM FDMS)
2018-05-31,04:00:00,21.2,V ugm-3 (TEOM FDMS),23.2,V ugm-3 (TEOM FDMS)
2018-05-31,05:00:00,16.9,V ugm-3 (TEOM FDMS),20.6,V ugm-3 (TEOM FDMS)
2018-05-31,06:00:00,19.8,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS)
2018-05-31,07:00:00,14.1,V ugm-3 (TEOM FDMS),16.7,V ugm-3 (TEOM FDMS)
2018-05-31,08:00:00,17.9,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS)
2018-05-31,09:00:00,14.3,V ugm-3 (TEOM FDMS),17.2,V ugm-3 (TEOM FDMS)
2018-05-31,10:00:00,15.1,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS)
2018-05-31,11:00:00,14.4,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS)
2018-05-31,12:00:00,17.3,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS)
2018-05-31,13:00:00,16.6,V ugm-3 (TEOM FDMS),21.7,V ugm-3 (TEOM FDMS)
2018-05-31,14:00:00,21.7,V ugm-3 (TEOM FDMS),22.7,V ugm-3 (TEOM FDMS)
2018-05-31,15:00:00,19.8,V ugm-3 (TEOM FDMS),22.5,V ugm-3 (TEOM FDMS)
2018-05-31,16:00:00,20.1,V ugm-3 (TEOM FDMS),25.8,V ugm-3 (TEOM FDMS)
2018-05-31,17:00:00,22.6,V ugm-3 (TEOM FDMS),21.1,V ugm-3 (TEOM FDMS)
2018-05-31,18:00:00,21,V ugm-3 (TEOM FDMS),20.1,V ugm-3 (TEOM FDMS)
2018-05-31,19:00:00,18,V ugm-3 (TEOM FDMS),21.8,V ugm-3 (TEOM FDMS)
2018-05-31,20:00:00,21,V ugm-3 (TEOM FDMS),20.7,V ugm-3 (TEOM FDMS)
2018-05-31,21:00:00,21.3,V ugm-3 (TEOM FDMS),22.8,V ugm-3 (TEOM FDMS)
2018-05-31,22:00:00,25,V ugm-3 (TEOM FDMS),23.9,V ugm-3 (TEOM FDMS)
2018-05-31,23:00:00,25.6,V ugm-3 (TEOM FDMS),25.2,V ugm-3 (TEOM FDMS)
2018-05-31,24:00:00,22.9,V ugm-3 (TEOM FDMS),27.3,V ugm-3 (TEOM FDMS)
2018-06-01,01:00:00,27.9,V ugm-3 (TEOM FDMS),28.2,V ugm-3 (TEOM FDMS)
2018-06-01,02:00:00,36.4,V ugm-3 (TEOM FDMS),32.1,V ugm-3 (TEOM FDMS)
2018-06-01,03:00:00,30.1,V ugm-3 (TEOM FDMS),30.6,V ugm-3 (TEOM FDMS)
2018-06-01,04:00:00,26.8,V ugm-3 (TEOM FDMS),26.8,V ugm-3 (TEOM FDMS)
2018-06-01,05:00:00,33.5,V ugm-3 (TEOM FDMS),32.1,V ugm-3 (TEOM FDMS)
2018-06-01,06:00:00,35.8,V ugm-3 (TEOM FDMS),37.6,V ugm-3 (TEOM FDMS)
2018-06-01,07:00:00,31.8,V ugm-3 (TEOM FDMS),34.4,V ugm-3 (TEOM FDMS)
2018-06-01,08:00:00,36,V ugm-3 (TEOM FDMS),32.9,V ugm-3 (TEOM FDMS)
2018-06-01,09:00:00,33.6,V ugm-3 (TEOM FDMS),33.2,V ugm-3 (TEOM FDMS)
2018-06-01,10:00:00,33.3,V ugm-3 (TEOM FDMS),32.6,V ugm-3 (TEOM FDMS)
2018-06-01,11:00:00,26.5,V ugm-3 (TEOM FDMS),31.7,V ugm-3 (TEOM FDMS)
2018-06-01,12:00:00,21.4,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS)
2018-06-01,13:00:00,23.9,V ugm-3 (TEOM FDMS),16.9,V ugm-3 (TEOM FDMS)
2018-06-01,14:00:00,20.2,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS)
2018-06-01,15:00:00,18.5,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2018-06-01,16:00:00,16.9,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS)
2018-06-01,17:00:00,9,V ugm-3 (TEOM FDMS),12.3,V ugm-3 (TEOM FDMS)
2018-06-01,18:00:00,11.1,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS)
2018-06-01,19:00:00,6.2,V ugm-3 (TEOM FDMS),9.2,V ugm-3 (TEOM FDMS)
2018-06-01,20:00:00,6.7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2018-06-01,21:00:00,11.6,V ugm-3 (TEOM FDMS),12.3,V ugm-3 (TEOM FDMS)
2018-06-01,22:00:00,19.1,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS)
2018-06-01,23:00:00,19.8,V ugm-3 (TEOM FDMS),23.8,V ugm-3 (TEOM FDMS)
2018-06-01,24:00:00,20.5,V ugm-3 (TEOM FDMS),20.8,V ugm-3 (TEOM FDMS)
2018-06-02,01:00:00,23.6,V ugm-3 (TEOM FDMS),23.5,V ugm-3 (TEOM FDMS)
2018-06-02,02:00:00,20.4,V ugm-3 (TEOM FDMS),18.2,V ugm-3 (TEOM FDMS)
2018-06-02,03:00:00,25.5,V ugm-3 (TEOM FDMS),22.4,V ugm-3 (TEOM FDMS)
2018-06-02,04:00:00,15.5,V ugm-3 (TEOM FDMS),16.1,V ugm-3 (TEOM FDMS)
2018-06-02,05:00:00,15.9,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2018-06-02,06:00:00,13.3,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS)
2018-06-02,07:00:00,23.6,V ugm-3 (TEOM FDMS),18.6,V ugm-3 (TEOM FDMS)
2018-06-02,08:00:00,19.4,V ugm-3 (TEOM FDMS),21.9,V ugm-3 (TEOM FDMS)
2018-06-02,09:00:00,23.2,V ugm-3 (TEOM FDMS),24.9,V ugm-3 (TEOM FDMS)
2018-06-02,10:00:00,18.3,V ugm-3 (TEOM FDMS),23.5,V ugm-3 (TEOM FDMS)
2018-06-02,11:00:00,22.5,V ugm-3 (TEOM FDMS),18.8,V ugm-3 (TEOM FDMS)
2018-06-02,12:00:00,14.4,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS)
2018-06-02,13:00:00,13,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-06-02,14:00:00,13.6,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS)
2018-06-02,15:00:00,15.3,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-06-02,16:00:00,17.9,V ugm-3 (TEOM FDMS),13.9,V ugm-3 (TEOM FDMS)
2018-06-02,17:00:00,11,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS)
2018-06-02,18:00:00,17.2,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS)
2018-06-02,19:00:00,16.3,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS)
2018-06-02,20:00:00,15,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS)
2018-06-02,21:00:00,15.2,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS)
2018-06-02,22:00:00,11.8,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-06-02,23:00:00,14.9,V ugm-3 (TEOM FDMS),13.4,V ugm-3 (TEOM FDMS)
2018-06-02,24:00:00,18.3,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-06-03,01:00:00,14.9,V ugm-3 (TEOM FDMS),20.7,V ugm-3 (TEOM FDMS)
2018-06-03,02:00:00,9.6,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS)
2018-06-03,03:00:00,8.9,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-06-03,04:00:00,12.1,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS)
2018-06-03,05:00:00,12.1,V ugm-3 (TEOM FDMS),9.7,V ugm-3 (TEOM FDMS)
2018-06-03,06:00:00,5.1,V ugm-3 (TEOM FDMS),6.7,V ugm-3 (TEOM FDMS)
2018-06-03,07:00:00,6.2,V ugm-3 (TEOM FDMS),5.3,V ugm-3 (TEOM FDMS)
2018-06-03,08:00:00,3.9,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS)
2018-06-03,09:00:00,11.2,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS)
2018-06-03,10:00:00,13.7,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS)
2018-06-03,11:00:00,15.1,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS)
2018-06-03,12:00:00,13.3,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS)
2018-06-03,13:00:00,16,V ugm-3 (TEOM FDMS),17.2,V ugm-3 (TEOM FDMS)
2018-06-03,14:00:00,15.3,V ugm-3 (TEOM FDMS),16.4,V ugm-3 (TEOM FDMS)
2018-06-03,15:00:00,12.7,V ugm-3 (TEOM FDMS),12.5,V ugm-3 (TEOM FDMS)
2018-06-03,16:00:00,17.8,V ugm-3 (TEOM FDMS),17.5,V ugm-3 (TEOM FDMS)
2018-06-03,17:00:00,16.8,V ugm-3 (TEOM FDMS),17.1,V ugm-3 (TEOM FDMS)
2018-06-03,18:00:00,19.4,V ugm-3 (TEOM FDMS),20.5,V ugm-3 (TEOM FDMS)
2018-06-03,19:00:00,15,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS)
2018-06-03,20:00:00,10.8,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS)
2018-06-03,21:00:00,9.9,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-06-03,22:00:00,16.4,V ugm-3 (TEOM FDMS),15.3,V ugm-3 (TEOM FDMS)
2018-06-03,23:00:00,23.7,V ugm-3 (TEOM FDMS),23.4,V ugm-3 (TEOM FDMS)
2018-06-03,24:00:00,25.7,V ugm-3 (TEOM FDMS),25,V ugm-3 (TEOM FDMS)
2018-06-04,01:00:00,22.1,V ugm-3 (TEOM FDMS),28.4,V ugm-3 (TEOM FDMS)
2018-06-04,02:00:00,27.9,V ugm-3 (TEOM FDMS),30.2,V ugm-3 (TEOM FDMS)
2018-06-04,03:00:00,29.8,V ugm-3 (TEOM FDMS),28.3,V ugm-3 (TEOM FDMS)
2018-06-04,04:00:00,26.1,V ugm-3 (TEOM FDMS),24.5,V ugm-3 (TEOM FDMS)
2018-06-04,05:00:00,27.4,V ugm-3 (TEOM FDMS),27,V ugm-3 (TEOM FDMS)
2018-06-04,06:00:00,21.5,V ugm-3 (TEOM FDMS),21.7,V ugm-3 (TEOM FDMS)
2018-06-04,07:00:00,22.7,V ugm-3 (TEOM FDMS),18.6,V ugm-3 (TEOM FDMS)
2018-06-04,08:00:00,20.2,V ugm-3 (TEOM FDMS),26.9,V ugm-3 (TEOM FDMS)
2018-06-04,09:00:00,17.6,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS)
2018-06-04,10:00:00,14.8,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS)
2018-06-04,11:00:00,15.9,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-06-04,12:00:00,10.2,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-06-04,13:00:00,9.2,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS)
2018-06-04,14:00:00,13.7,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2018-06-04,15:00:00,12.5,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS)
2018-06-04,16:00:00,10.4,V ugm-3 (TEOM FDMS),7.6,V ugm-3 (TEOM FDMS)
2018-06-04,17:00:00,7.6,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS)
2018-06-04,18:00:00,6.3,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS)
2018-06-04,19:00:00,7.1,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-06-04,20:00:00,10.3,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS)
2018-06-04,21:00:00,7.4,V ugm-3 (TEOM FDMS),18.4,V ugm-3 (TEOM FDMS)
2018-06-04,22:00:00,5.3,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS)
2018-06-04,23:00:00,3.1,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS)
2018-06-04,24:00:00,5.6,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS)
2018-06-05,01:00:00,7.1,V ugm-3 (TEOM FDMS),7.2,V ugm-3 (TEOM FDMS)
2018-06-05,02:00:00,6.1,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-06-05,03:00:00,6.7,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-06-05,04:00:00,6.6,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-06-05,05:00:00,4.6,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS)
2018-06-05,06:00:00,5.9,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-06-05,07:00:00,6.1,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-06-05,08:00:00,6.7,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-06-05,09:00:00,5,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-06-05,10:00:00,6.3,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS)
2018-06-05,11:00:00,7.7,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS)
2018-06-05,12:00:00,5,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-06-05,13:00:00,7.6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-06-05,14:00:00,5.4,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-06-05,15:00:00,2.5,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-06-05,16:00:00,2.4,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS)
2018-06-05,17:00:00,6.5,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS)
2018-06-05,18:00:00,9.2,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS)
2018-06-05,19:00:00,9.9,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS)
2018-06-05,20:00:00,5.3,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2018-06-05,21:00:00,10.5,V ugm-3 (TEOM FDMS),11.1,V ugm-3 (TEOM FDMS)
2018-06-05,22:00:00,11.2,V ugm-3 (TEOM FDMS),9.3,V ugm-3 (TEOM FDMS)
2018-06-05,23:00:00,7,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS)
2018-06-05,24:00:00,6.8,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS)
