Hourly measurement data supplied by UK-air on 14/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow High Street",,"Glasgow Townhead",
Latitude,,55.860936,,55.865782,,
Longitude,,-4.238214,,-4.243631,,
Site Type,,Urban Traffic,,Urban Background,,
Zone,,Central Scotland,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,"Glasgow",,
Date,Time,"PM2.5 particulate matter (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status
2018-02-16,22:00:00,4.9,V ugm-3 (TEOM FDMS),3.6,V ugm-3 (TEOM FDMS)
2018-02-16,23:00:00,4.6,V ugm-3 (TEOM FDMS),2.9,V ugm-3 (TEOM FDMS)
2018-02-16,24:00:00,2.9,V ugm-3 (TEOM FDMS),2.8,V ugm-3 (TEOM FDMS)
2018-02-17,01:00:00,3,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-02-17,02:00:00,4.1,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS)
2018-02-17,03:00:00,2.9,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-02-17,04:00:00,1.8,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-02-17,05:00:00,3.7,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS)
2018-02-17,06:00:00,3.2,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-02-17,07:00:00,6,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-02-17,08:00:00,9,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS)
2018-02-17,09:00:00,7.1,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS)
2018-02-17,10:00:00,8.5,V ugm-3 (TEOM FDMS),6.4,V ugm-3 (TEOM FDMS)
2018-02-17,11:00:00,3.8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-02-17,12:00:00,8.6,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS)
2018-02-17,13:00:00,3.6,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-02-17,14:00:00,3.3,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS)
2018-02-17,15:00:00,4.5,V ugm-3 (TEOM FDMS),5.8,V ugm-3 (TEOM FDMS)
2018-02-17,16:00:00,6.1,V ugm-3 (TEOM FDMS),3.7,V ugm-3 (TEOM FDMS)
2018-02-17,17:00:00,10.4,V ugm-3 (TEOM FDMS),8.1,V ugm-3 (TEOM FDMS)
2018-02-17,18:00:00,11.7,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-02-17,19:00:00,12.7,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-02-17,20:00:00,12.3,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS)
2018-02-17,21:00:00,15.4,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS)
2018-02-17,22:00:00,11.6,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-02-17,23:00:00,8.3,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-02-17,24:00:00,10.4,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS)
2018-02-18,01:00:00,9.4,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS)
2018-02-18,02:00:00,6,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2018-02-18,03:00:00,12.7,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-02-18,04:00:00,9.7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-02-18,05:00:00,3.8,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-02-18,06:00:00,6.8,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS)
2018-02-18,07:00:00,8,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS)
2018-02-18,08:00:00,7.4,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS)
2018-02-18,09:00:00,10.1,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS)
2018-02-18,10:00:00,9.1,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-18,11:00:00,7,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS)
2018-02-18,12:00:00,8.4,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS)
2018-02-18,13:00:00,9.7,V ugm-3 (TEOM FDMS),7.4,V ugm-3 (TEOM FDMS)
2018-02-18,14:00:00,6.5,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS)
2018-02-18,15:00:00,7.8,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-02-18,16:00:00,8.3,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS)
2018-02-18,17:00:00,7.2,V ugm-3 (TEOM FDMS),7.7,V ugm-3 (TEOM FDMS)
2018-02-18,18:00:00,9.7,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS)
2018-02-18,19:00:00,11.9,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS)
2018-02-18,20:00:00,12.9,V ugm-3 (TEOM FDMS),9.7,V ugm-3 (TEOM FDMS)
2018-02-18,21:00:00,7,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2018-02-18,22:00:00,8.1,V ugm-3 (TEOM FDMS),11.3,V ugm-3 (TEOM FDMS)
2018-02-18,23:00:00,11.6,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-02-18,24:00:00,16.2,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-02-19,01:00:00,15.3,V ugm-3 (TEOM FDMS),16.8,V ugm-3 (TEOM FDMS)
2018-02-19,02:00:00,13.1,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS)
2018-02-19,03:00:00,15.1,V ugm-3 (TEOM FDMS),15.6,V ugm-3 (TEOM FDMS)
2018-02-19,04:00:00,17.6,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS)
2018-02-19,05:00:00,14.5,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-02-19,06:00:00,12.1,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS)
2018-02-19,07:00:00,14.3,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-02-19,08:00:00,15.4,V ugm-3 (TEOM FDMS),10.2,V ugm-3 (TEOM FDMS)
2018-02-19,09:00:00,12.3,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS)
2018-02-19,10:00:00,16.6,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-19,11:00:00,16.3,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-19,12:00:00,13.5,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-02-19,13:00:00,10.7,V ugm-3 (TEOM FDMS),11.9,V ugm-3 (TEOM FDMS)
2018-02-19,14:00:00,11.9,V ugm-3 (TEOM FDMS),7.8,V ugm-3 (TEOM FDMS)
2018-02-19,15:00:00,9.4,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS)
2018-02-19,16:00:00,9.1,V ugm-3 (TEOM FDMS),4.5,V ugm-3 (TEOM FDMS)
2018-02-19,17:00:00,6.1,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS)
2018-02-19,18:00:00,7.8,V ugm-3 (TEOM FDMS),5.9,V ugm-3 (TEOM FDMS)
2018-02-19,19:00:00,8.4,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS)
2018-02-19,20:00:00,11.4,V ugm-3 (TEOM FDMS),7.9,V ugm-3 (TEOM FDMS)
2018-02-19,21:00:00,10.9,V ugm-3 (TEOM FDMS),8.8,V ugm-3 (TEOM FDMS)
2018-02-19,22:00:00,4.6,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-02-19,23:00:00,5.6,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS)
2018-02-19,24:00:00,2.3,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS)
2018-02-20,01:00:00,6.1,V ugm-3 (TEOM FDMS),3.2,V ugm-3 (TEOM FDMS)
2018-02-20,02:00:00,5.8,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS)
2018-02-20,03:00:00,6.6,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-02-20,04:00:00,4,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-02-20,05:00:00,7.3,V ugm-3 (TEOM FDMS),4.6,V ugm-3 (TEOM FDMS)
2018-02-20,06:00:00,6.5,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-02-20,07:00:00,4.1,V ugm-3 (TEOM FDMS),5.5,V ugm-3 (TEOM FDMS)
2018-02-20,08:00:00,9.3,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-02-20,09:00:00,12.8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS)
2018-02-20,10:00:00,14.3,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS)
2018-02-20,11:00:00,15.4,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS)
2018-02-20,12:00:00,7,V ugm-3 (TEOM FDMS),6.8,V ugm-3 (TEOM FDMS)
2018-02-20,13:00:00,5.7,V ugm-3 (TEOM FDMS),4.1,V ugm-3 (TEOM FDMS)
2018-02-20,14:00:00,2.6,V ugm-3 (TEOM FDMS),6.3,V ugm-3 (TEOM FDMS)
2018-02-20,15:00:00,7.1,V ugm-3 (TEOM FDMS),7.1,V ugm-3 (TEOM FDMS)
2018-02-20,16:00:00,5.8,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS)
2018-02-20,17:00:00,3.9,V ugm-3 (TEOM FDMS),6.6,V ugm-3 (TEOM FDMS)
2018-02-20,18:00:00,8.4,V ugm-3 (TEOM FDMS),11.3,V ugm-3 (TEOM FDMS)
2018-02-20,19:00:00,6.7,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS)
2018-02-20,20:00:00,13.8,V ugm-3 (TEOM FDMS),9.8,V ugm-3 (TEOM FDMS)
2018-02-20,21:00:00,10.6,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2018-02-20,22:00:00,14.3,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS)
2018-02-20,23:00:00,14.2,V ugm-3 (TEOM FDMS),14.6,V ugm-3 (TEOM FDMS)
2018-02-20,24:00:00,16,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS)
2018-02-21,01:00:00,13.2,V ugm-3 (TEOM FDMS),12.6,V ugm-3 (TEOM FDMS)
2018-02-21,02:00:00,11.1,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-02-21,03:00:00,13.7,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-02-21,04:00:00,16.1,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-02-21,05:00:00,13.7,V ugm-3 (TEOM FDMS),14.7,V ugm-3 (TEOM FDMS)
2018-02-21,06:00:00,15.5,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2018-02-21,07:00:00,15.2,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS)
2018-02-21,08:00:00,15.8,V ugm-3 (TEOM FDMS),17.3,V ugm-3 (TEOM FDMS)
2018-02-21,09:00:00,13.3,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2018-02-21,10:00:00,11.9,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS)
2018-02-21,11:00:00,12.9,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS)
2018-02-21,12:00:00,14.2,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS)
2018-02-21,13:00:00,16.5,V ugm-3 (TEOM FDMS),14.1,V ugm-3 (TEOM FDMS)
2018-02-21,14:00:00,10.3,V ugm-3 (TEOM FDMS),14.2,V ugm-3 (TEOM FDMS)
2018-02-21,15:00:00,16.7,V ugm-3 (TEOM FDMS),15.5,V ugm-3 (TEOM FDMS)
2018-02-21,16:00:00,15.3,V ugm-3 (TEOM FDMS),15.8,V ugm-3 (TEOM FDMS)
2018-02-21,17:00:00,13.1,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS)
2018-02-21,18:00:00,13.6,V ugm-3 (TEOM FDMS),13.6,V ugm-3 (TEOM FDMS)
2018-02-21,19:00:00,12.5,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-02-21,20:00:00,14.3,V ugm-3 (TEOM FDMS),15.3,V ugm-3 (TEOM FDMS)
2018-02-21,21:00:00,13.3,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-02-21,22:00:00,13.2,V ugm-3 (TEOM FDMS),16.1,V ugm-3 (TEOM FDMS)
2018-02-21,23:00:00,13.3,V ugm-3 (TEOM FDMS),14.4,V ugm-3 (TEOM FDMS)
2018-02-21,24:00:00,13.1,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2018-02-22,01:00:00,9.6,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-02-22,02:00:00,8.8,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2018-02-22,03:00:00,9,V ugm-3 (TEOM FDMS),9.6,V ugm-3 (TEOM FDMS)
2018-02-22,04:00:00,5.4,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS)
2018-02-22,05:00:00,8.6,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS)
2018-02-22,06:00:00,9.8,V ugm-3 (TEOM FDMS),8.4,V ugm-3 (TEOM FDMS)
2018-02-22,07:00:00,9.1,V ugm-3 (TEOM FDMS),10.3,V ugm-3 (TEOM FDMS)
2018-02-22,08:00:00,7,V ugm-3 (TEOM FDMS),10.7,V ugm-3 (TEOM FDMS)
2018-02-22,09:00:00,10.1,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS)
2018-02-22,10:00:00,13.3,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS)
2018-02-22,11:00:00,11.3,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS)
2018-02-22,12:00:00,14.3,V ugm-3 (TEOM FDMS),11.7,V ugm-3 (TEOM FDMS)
2018-02-22,13:00:00,13.5,V ugm-3 (TEOM FDMS),13.3,V ugm-3 (TEOM FDMS)
2018-02-22,14:00:00,8.5,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-02-22,15:00:00,10.9,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-02-22,16:00:00,17,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS)
2018-02-22,17:00:00,16.2,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS)
2018-02-22,18:00:00,16.5,V ugm-3 (TEOM FDMS),16.1,V ugm-3 (TEOM FDMS)
2018-02-22,19:00:00,17.8,V ugm-3 (TEOM FDMS),16.6,V ugm-3 (TEOM FDMS)
2018-02-22,20:00:00,19.9,V ugm-3 (TEOM FDMS),21.8,V ugm-3 (TEOM FDMS)
2018-02-22,21:00:00,23.2,V ugm-3 (TEOM FDMS),23.3,V ugm-3 (TEOM FDMS)
2018-02-22,22:00:00,22,V ugm-3 (TEOM FDMS),24.4,V ugm-3 (TEOM FDMS)
2018-02-22,23:00:00,23.1,V ugm-3 (TEOM FDMS),28.1,V ugm-3 (TEOM FDMS)
2018-02-22,24:00:00,25.8,V ugm-3 (TEOM FDMS),26.9,V ugm-3 (TEOM FDMS)
2018-02-23,01:00:00,27.5,V ugm-3 (TEOM FDMS),28.2,V ugm-3 (TEOM FDMS)
2018-02-23,02:00:00,31.1,V ugm-3 (TEOM FDMS),30,V ugm-3 (TEOM FDMS)
2018-02-23,03:00:00,33,V ugm-3 (TEOM FDMS),35.5,V ugm-3 (TEOM FDMS)
2018-02-23,04:00:00,36.6,V ugm-3 (TEOM FDMS),38.4,V ugm-3 (TEOM FDMS)
2018-02-23,05:00:00,35.9,V ugm-3 (TEOM FDMS),38.3,V ugm-3 (TEOM FDMS)
2018-02-23,06:00:00,31.3,V ugm-3 (TEOM FDMS),32.5,V ugm-3 (TEOM FDMS)
2018-02-23,07:00:00,30.8,V ugm-3 (TEOM FDMS),30.9,V ugm-3 (TEOM FDMS)
2018-02-23,08:00:00,34.2,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS)
2018-02-23,09:00:00,28.2,V ugm-3 (TEOM FDMS),30.6,V ugm-3 (TEOM FDMS)
2018-02-23,10:00:00,28.7,V ugm-3 (TEOM FDMS),28.1,V ugm-3 (TEOM FDMS)
2018-02-23,11:00:00,25.2,V ugm-3 (TEOM FDMS),23.9,V ugm-3 (TEOM FDMS)
2018-02-23,12:00:00,17.1,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS)
2018-02-23,13:00:00,15.4,V ugm-3 (TEOM FDMS),10.9,V ugm-3 (TEOM FDMS)
2018-02-23,14:00:00,13.3,V ugm-3 (TEOM FDMS),13.5,V ugm-3 (TEOM FDMS)
2018-02-23,15:00:00,14,V ugm-3 (TEOM FDMS),9.9,V ugm-3 (TEOM FDMS)
2018-02-23,16:00:00,10.6,V ugm-3 (TEOM FDMS),13.2,V ugm-3 (TEOM FDMS)
2018-02-23,17:00:00,12.7,V ugm-3 (TEOM FDMS),12.3,V ugm-3 (TEOM FDMS)
2018-02-23,18:00:00,14.3,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-02-23,19:00:00,15.5,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS)
2018-02-23,20:00:00,15.4,V ugm-3 (TEOM FDMS),18.1,V ugm-3 (TEOM FDMS)
2018-02-23,21:00:00,13.9,V ugm-3 (TEOM FDMS),16.8,V ugm-3 (TEOM FDMS)
2018-02-23,22:00:00,19,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-02-23,23:00:00,16,V ugm-3 (TEOM FDMS),17.8,V ugm-3 (TEOM FDMS)
2018-02-23,24:00:00,11.9,V ugm-3 (TEOM FDMS),15.2,V ugm-3 (TEOM FDMS)
2018-02-24,01:00:00,8,V ugm-3 (TEOM FDMS),10.8,V ugm-3 (TEOM FDMS)
2018-02-24,02:00:00,9.3,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS)
2018-02-24,03:00:00,5.5,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-02-24,04:00:00,10.3,V ugm-3 (TEOM FDMS),8.3,V ugm-3 (TEOM FDMS)
2018-02-24,05:00:00,5.3,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-02-24,06:00:00,8.4,V ugm-3 (TEOM FDMS),7.5,V ugm-3 (TEOM FDMS)
2018-02-24,07:00:00,11.9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-02-24,08:00:00,10.9,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS)
2018-02-24,09:00:00,12.3,V ugm-3 (TEOM FDMS),11.4,V ugm-3 (TEOM FDMS)
2018-02-24,10:00:00,12,V ugm-3 (TEOM FDMS),14.4,V ugm-3 (TEOM FDMS)
2018-02-24,11:00:00,15.7,V ugm-3 (TEOM FDMS),16.3,V ugm-3 (TEOM FDMS)
2018-02-24,12:00:00,14.4,V ugm-3 (TEOM FDMS),15.3,V ugm-3 (TEOM FDMS)
2018-02-24,13:00:00,14.9,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-02-24,14:00:00,14.2,V ugm-3 (TEOM FDMS),15.4,V ugm-3 (TEOM FDMS)
2018-02-24,15:00:00,13.4,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-02-24,16:00:00,13.3,V ugm-3 (TEOM FDMS),15,V ugm-3 (TEOM FDMS)
2018-02-24,17:00:00,11.6,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-02-24,18:00:00,16.2,V ugm-3 (TEOM FDMS),14.9,V ugm-3 (TEOM FDMS)
2018-02-24,19:00:00,18.6,V ugm-3 (TEOM FDMS),15.7,V ugm-3 (TEOM FDMS)
2018-02-24,20:00:00,16.1,V ugm-3 (TEOM FDMS),14.5,V ugm-3 (TEOM FDMS)
2018-02-24,21:00:00,13.4,V ugm-3 (TEOM FDMS),16.9,V ugm-3 (TEOM FDMS)
2018-02-24,22:00:00,12.3,V ugm-3 (TEOM FDMS),13.8,V ugm-3 (TEOM FDMS)
2018-02-24,23:00:00,11.6,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2018-02-24,24:00:00,11.1,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-25,01:00:00,14.4,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-25,02:00:00,11,V ugm-3 (TEOM FDMS),11.3,V ugm-3 (TEOM FDMS)
2018-02-25,03:00:00,14.1,V ugm-3 (TEOM FDMS),10.6,V ugm-3 (TEOM FDMS)
2018-02-25,04:00:00,11.1,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2018-02-25,05:00:00,9.8,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS)
2018-02-25,06:00:00,8.9,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS)
2018-02-25,07:00:00,10.8,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS)
2018-02-25,08:00:00,8.9,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS)
2018-02-25,09:00:00,8.5,V ugm-3 (TEOM FDMS),11.2,V ugm-3 (TEOM FDMS)
2018-02-25,10:00:00,10.6,V ugm-3 (TEOM FDMS),12.1,V ugm-3 (TEOM FDMS)
2018-02-25,11:00:00,8,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS)
2018-02-25,12:00:00,10.7,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2018-02-25,13:00:00,9,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS)
2018-02-25,14:00:00,9.5,V ugm-3 (TEOM FDMS),11.5,V ugm-3 (TEOM FDMS)
2018-02-25,15:00:00,10.5,V ugm-3 (TEOM FDMS),12.9,V ugm-3 (TEOM FDMS)
2018-02-25,16:00:00,13,V ugm-3 (TEOM FDMS),12.7,V ugm-3 (TEOM FDMS)
2018-02-25,17:00:00,9.7,V ugm-3 (TEOM FDMS),14.3,V ugm-3 (TEOM FDMS)
2018-02-25,18:00:00,12.1,V ugm-3 (TEOM FDMS),15.1,V ugm-3 (TEOM FDMS)
2018-02-25,19:00:00,14.3,V ugm-3 (TEOM FDMS),14.8,V ugm-3 (TEOM FDMS)
2018-02-25,20:00:00,15,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS)
2018-02-25,21:00:00,12.7,V ugm-3 (TEOM FDMS),12.8,V ugm-3 (TEOM FDMS)
2018-02-25,22:00:00,10.8,V ugm-3 (TEOM FDMS),11.8,V ugm-3 (TEOM FDMS)
2018-02-25,23:00:00,9.8,V ugm-3 (TEOM FDMS),12.4,V ugm-3 (TEOM FDMS)
2018-02-25,24:00:00,9.6,V ugm-3 (TEOM FDMS),10.4,V ugm-3 (TEOM FDMS)
2018-02-26,01:00:00,11.8,V ugm-3 (TEOM FDMS),10.1,V ugm-3 (TEOM FDMS)
2018-02-26,02:00:00,8.7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS)
2018-02-26,03:00:00,9,V ugm-3 (TEOM FDMS),7.3,V ugm-3 (TEOM FDMS)
2018-02-26,04:00:00,7.7,V ugm-3 (TEOM FDMS),8.6,V ugm-3 (TEOM FDMS)
2018-02-26,05:00:00,6.7,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-02-26,06:00:00,8.6,V ugm-3 (TEOM FDMS),6.2,V ugm-3 (TEOM FDMS)
2018-02-26,07:00:00,6.7,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-02-26,08:00:00,6,V ugm-3 (TEOM FDMS),6.9,V ugm-3 (TEOM FDMS)
2018-02-26,09:00:00,6.3,V ugm-3 (TEOM FDMS),4.7,V ugm-3 (TEOM FDMS)
2018-02-26,10:00:00,7.7,V ugm-3 (TEOM FDMS),6.1,V ugm-3 (TEOM FDMS)
2018-02-26,11:00:00,5.1,V ugm-3 (TEOM FDMS),5.6,V ugm-3 (TEOM FDMS)
2018-02-26,12:00:00,3.9,V ugm-3 (TEOM FDMS),3.4,V ugm-3 (TEOM FDMS)
2018-02-26,13:00:00,2.7,V ugm-3 (TEOM FDMS),4.4,V ugm-3 (TEOM FDMS)
2018-02-26,14:00:00,2.2,V ugm-3 (TEOM FDMS),3.8,V ugm-3 (TEOM FDMS)
2018-02-26,15:00:00,5.5,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS)
2018-02-26,16:00:00,1.2,V ugm-3 (TEOM FDMS),4.3,V ugm-3 (TEOM FDMS)
2018-02-26,17:00:00,3.7,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-02-26,18:00:00,3.5,V ugm-3 (TEOM FDMS),5.7,V ugm-3 (TEOM FDMS)
2018-02-26,19:00:00,3.6,V ugm-3 (TEOM FDMS),5.1,V ugm-3 (TEOM FDMS)
2018-02-26,20:00:00,7.5,V ugm-3 (TEOM FDMS),4.8,V ugm-3 (TEOM FDMS)
2018-02-26,21:00:00,7.2,V ugm-3 (TEOM FDMS),11.6,V ugm-3 (TEOM FDMS)
2018-02-26,22:00:00,8.8,V ugm-3 (TEOM FDMS),9.4,V ugm-3 (TEOM FDMS)
2018-02-26,23:00:00,12.4,V ugm-3 (TEOM FDMS),13.7,V ugm-3 (TEOM FDMS)
2018-02-26,24:00:00,10,V ugm-3 (TEOM FDMS),8.7,V ugm-3 (TEOM FDMS)
2018-02-27,01:00:00,10.9,V ugm-3 (TEOM FDMS),8.2,V ugm-3 (TEOM FDMS)
2018-02-27,02:00:00,11.2,V ugm-3 (TEOM FDMS),8.9,V ugm-3 (TEOM FDMS)
2018-02-27,03:00:00,7.6,V ugm-3 (TEOM FDMS),6.5,V ugm-3 (TEOM FDMS)
