The 'absorption cross section' of Ozone at the relevant wavelength has been updated
by the BIPM (the international bureau of weights and measures) and reflected within
the updated CEN reference method EN14625:2024. This results in an increase of ~1.24%
and will dramatically improve measurement uncertainty - this change has been applied
to all data from 1 January 2025.
Please refer to the UK-AIR data page ( https://uk-air.defra.gov.uk/data/ ) for further details:

Hourly measurement data supplied by UK-air on 18/08/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Glasgow Townhead",
Latitude,,55.865782,,
Longitude,,-4.243631,,
Site Type,,Urban Background,,
Zone,,Central Scotland,,
Agglomeration,,Glasgow Urban Area,,
Local Authority,,"Glasgow",,
Date,Time,"Ozone",Status
2018-06-17,22:00:00,54.08347,V ugm-3
2018-06-17,23:00:00,55.33078,V ugm-3
2018-06-17,24:00:00,59.57165,V ugm-3
2018-06-18,01:00:00,58.47401,V ugm-3
2018-06-18,02:00:00,61.60061,V ugm-3
2018-06-18,03:00:00,61.8667,V ugm-3
2018-06-18,04:00:00,64.11186,V ugm-3
2018-06-18,05:00:00,58.17466,V ugm-3
2018-06-18,06:00:00,51.98799,V ugm-3
2018-06-18,07:00:00,44.40433,V ugm-3
2018-06-18,08:00:00,42.50841,V ugm-3
2018-06-18,09:00:00,39.81421,V ugm-3
2018-06-18,10:00:00,40.16346,V ugm-3
2018-06-18,11:00:00,47.49766,V ugm-3
2018-06-18,12:00:00,50.69078,V ugm-3
2018-06-18,13:00:00,56.22885,V ugm-3
2018-06-18,14:00:00,59.27229,V ugm-3
2018-06-18,15:00:00,56.5282,V ugm-3
2018-06-18,16:00:00,47.34798,V ugm-3
2018-06-18,17:00:00,45.50196,V ugm-3
2018-06-18,18:00:00,45.70153,V ugm-3
2018-06-18,19:00:00,52.88605,V ugm-3
2018-06-18,20:00:00,62.36563,V ugm-3
2018-06-18,21:00:00,60.36993,V ugm-3
2018-06-18,22:00:00,56.07917,V ugm-3
2018-06-18,23:00:00,54.73207,V ugm-3
2018-06-18,24:00:00,56.77767,V ugm-3
2018-06-19,01:00:00,57.60921,V ugm-3
2018-06-19,02:00:00,62.66498,V ugm-3
2018-06-19,03:00:00,59.72132,V ugm-3
2018-06-19,04:00:00,58.97294,V ugm-3
2018-06-19,05:00:00,54.33293,V ugm-3
2018-06-19,06:00:00,46.79917,V ugm-3
2018-06-19,07:00:00,42.50841,V ugm-3
2018-06-19,08:00:00,38.51701,V ugm-3
2018-06-19,09:00:00,38.46712,V ugm-3
2018-06-19,10:00:00,42.40863,V ugm-3
2018-06-19,11:00:00,45.20261,V ugm-3
2018-06-19,12:00:00,44.75357,V ugm-3
2018-06-19,13:00:00,48.99444,V ugm-3
2018-06-19,14:00:00,52.28734,V ugm-3
2018-06-19,15:00:00,54.43272,V ugm-3
2018-06-19,16:00:00,55.92949,V ugm-3
2018-06-19,17:00:00,54.28304,V ugm-3
2018-06-19,18:00:00,47.69723,V ugm-3
2018-06-19,19:00:00,51.63874,V ugm-3
2018-06-19,20:00:00,55.82971,V ugm-3
2018-06-19,21:00:00,44.6039,V ugm-3
2018-06-19,22:00:00,41.11142,V ugm-3
2018-06-19,23:00:00,43.45637,V ugm-3
2018-06-19,24:00:00,42.35873,V ugm-3
2018-06-20,01:00:00,34.7917,V ugm-3
2018-06-20,02:00:00,35.98912,V ugm-3
2018-06-20,03:00:00,38.41723,V ugm-3
2018-06-20,04:00:00,35.07443,V ugm-3
2018-06-20,05:00:00,27.44088,V ugm-3
2018-06-20,06:00:00,26.34324,V ugm-3
2018-06-20,07:00:00,20.15657,V ugm-3
2018-06-20,08:00:00,23.10023,V ugm-3
2018-06-20,09:00:00,26.34324,V ugm-3
2018-06-20,10:00:00,35.17421,V ugm-3
2018-06-20,11:00:00,40.26325,V ugm-3
2018-06-20,12:00:00,40.31314,V ugm-3
2018-06-20,13:00:00,49.99229,V ugm-3
2018-06-20,14:00:00,53.68433,V ugm-3
2018-06-20,15:00:00,54.43272,V ugm-3
2018-06-20,16:00:00,53.8839,V ugm-3
2018-06-20,17:00:00,49.84261,V ugm-3
2018-06-20,18:00:00,47.74712,V ugm-3
2018-06-20,19:00:00,50.09207,V ugm-3
2018-06-20,20:00:00,48.24605,V ugm-3
2018-06-20,21:00:00,43.55615,V ugm-3
2018-06-20,22:00:00,45.20261,V ugm-3
2018-06-20,23:00:00,45.9011,V ugm-3
2018-06-20,24:00:00,51.53895,V ugm-3
2018-06-21,01:00:00,53.75085,V ugm-3
2018-06-21,02:00:00,57.60921,V ugm-3
2018-06-21,03:00:00,59.02283,V ugm-3
2018-06-21,04:00:00,59.62154,V ugm-3
2018-06-21,05:00:00,50.79057,V ugm-3
2018-06-21,06:00:00,43.80562,V ugm-3
2018-06-21,07:00:00,43.00734,V ugm-3
2018-06-21,08:00:00,46.74927,V ugm-3
2018-06-21,09:00:00,50.5411,V ugm-3
2018-06-21,10:00:00,50.99014,V ugm-3
2018-06-21,11:00:00,53.63444,V ugm-3
2018-06-21,12:00:00,55.03143,V ugm-3
2018-06-21,13:00:00,54.5325,V ugm-3
2018-06-21,14:00:00,52.13766,V ugm-3
2018-06-21,15:00:00,54.23315,V ugm-3
2018-06-21,16:00:00,55.18111,V ugm-3
2018-06-21,17:00:00,54.93164,V ugm-3
2018-06-21,18:00:00,55.77982,V ugm-3
2018-06-21,19:00:00,54.43272,V ugm-3
2018-06-21,20:00:00,50.79057,V ugm-3
2018-06-21,21:00:00,50.84046,V ugm-3
2018-06-21,22:00:00,52.33723,V ugm-3
2018-06-21,23:00:00,50.64089,V ugm-3
2018-06-21,24:00:00,47.54755,V ugm-3
2018-06-22,01:00:00,48.62856,V ugm-3
2018-06-22,02:00:00,48.96117,V ugm-3
2018-06-22,03:00:00,45.75142,V ugm-3
2018-06-22,04:00:00,40.76217,V ugm-3
2018-06-22,05:00:00,35.72303,V ugm-3
2018-06-22,06:00:00,33.52776,V ugm-3
2018-06-22,07:00:00,34.87486,V ugm-3
2018-06-22,08:00:00,44.80347,V ugm-3
2018-06-22,09:00:00,45.9011,V ugm-3
2018-06-22,10:00:00,46.89895,V ugm-3
2018-06-22,11:00:00,50.64089,V ugm-3
2018-06-22,12:00:00,52.83616,V ugm-3
2018-06-22,13:00:00,56.07917,V ugm-3
2018-06-22,14:00:00,53.8839,V ugm-3
2018-06-22,15:00:00,51.73852,V ugm-3
2018-06-22,16:00:00,49.99229,V ugm-3
2018-06-22,17:00:00,52.83616,V ugm-3
2018-06-22,18:00:00,53.58455,V ugm-3
2018-06-22,19:00:00,49.34368,V ugm-3
2018-06-22,20:00:00,49.29379,V ugm-3
2018-06-22,21:00:00,45.60175,V ugm-3
2018-06-22,22:00:00,39.914,V ugm-3
2018-06-22,23:00:00,37.12002,V ugm-3
2018-06-22,24:00:00,38.66669,V ugm-3
2018-06-23,01:00:00,37.78525,V ugm-3
2018-06-23,02:00:00,38.58353,V ugm-3
2018-06-23,03:00:00,37.71873,V ugm-3
2018-06-23,04:00:00,40.16346,V ugm-3
2018-06-23,05:00:00,38.76647,V ugm-3
2018-06-23,06:00:00,41.21121,V ugm-3
2018-06-23,07:00:00,40.46282,V ugm-3
2018-06-23,08:00:00,42.50841,V ugm-3
2018-06-23,09:00:00,49.64304,V ugm-3
2018-06-23,10:00:00,46.5996,V ugm-3
2018-06-23,11:00:00,49.39358,V ugm-3
2018-06-23,12:00:00,53.68433,V ugm-3
2018-06-23,13:00:00,55.68003,V ugm-3
2018-06-23,14:00:00,56.37853,V ugm-3
2018-06-23,15:00:00,55.82971,V ugm-3
2018-06-23,16:00:00,52.18756,V ugm-3
2018-06-23,17:00:00,51.2396,V ugm-3
2018-06-23,18:00:00,47.2482,V ugm-3
2018-06-23,19:00:00,45.45207,V ugm-3
2018-06-23,20:00:00,45.60175,V ugm-3
2018-06-23,21:00:00,45.35228,V ugm-3
2018-06-23,22:00:00,35.12432,V ugm-3
2018-06-23,23:00:00,20.40603,V ugm-3
2018-06-23,24:00:00,27.04174,V ugm-3
2018-06-24,01:00:00,22.41836,V ugm-3
2018-06-24,02:00:00,29.80245,V ugm-3
2018-06-24,03:00:00,23.05034,V ugm-3
2018-06-24,04:00:00,18.16087,V ugm-3
2018-06-24,05:00:00,28.53851,V ugm-3
2018-06-24,06:00:00,29.83572,V ugm-3
2018-06-24,07:00:00,38.11787,V ugm-3
2018-06-24,08:00:00,46.40003,V ugm-3
2018-06-24,09:00:00,48.24605,V ugm-3
2018-06-24,10:00:00,49.99229,V ugm-3
2018-06-24,11:00:00,53.38498,V ugm-3
2018-06-24,12:00:00,52.63659,V ugm-3
2018-06-24,13:00:00,55.33078,V ugm-3
2018-06-24,14:00:00,59.27229,V ugm-3
2018-06-24,15:00:00,62.71487,V ugm-3
2018-06-24,16:00:00,65.60864,V ugm-3
2018-06-24,17:00:00,69.10111,V ugm-3
2018-06-24,18:00:00,72.79316,V ugm-3
2018-06-24,19:00:00,71.49595,V ugm-3
2018-06-24,20:00:00,70.14886,V ugm-3
2018-06-24,21:00:00,59.72132,V ugm-3
2018-06-24,22:00:00,46.89895,V ugm-3
2018-06-24,23:00:00,35.37378,V ugm-3
2018-06-24,24:00:00,32.87916,V ugm-3
2018-06-25,01:00:00,46.83243,V ugm-3
2018-06-25,02:00:00,43.83888,V ugm-3
2018-06-25,03:00:00,18.01119,V ugm-3
2018-06-25,04:00:00,3.84172,V ugm-3
2018-06-25,05:00:00,5.9871,V ugm-3
2018-06-25,06:00:00,11.42538,V ugm-3
2018-06-25,07:00:00,18.51012,V ugm-3
2018-06-25,08:00:00,21.40388,V ugm-3
2018-06-25,09:00:00,47.2482,V ugm-3
2018-06-25,10:00:00,56.77767,V ugm-3
2018-06-25,11:00:00,66.85595,V ugm-3
2018-06-25,12:00:00,70.94714,V ugm-3
2018-06-25,13:00:00,72.89294,V ugm-3
2018-06-25,14:00:00,70.39832,V ugm-3
2018-06-25,15:00:00,70.34843,V ugm-3
2018-06-25,16:00:00,71.39617,V ugm-3
2018-06-25,17:00:00,70.14886,V ugm-3
2018-06-25,18:00:00,69.69982,V ugm-3
2018-06-25,19:00:00,67.60434,V ugm-3
2018-06-25,20:00:00,66.75617,V ugm-3
2018-06-25,21:00:00,52.98584,V ugm-3
2018-06-25,22:00:00,31.63185,V ugm-3
2018-06-25,23:00:00,37.31959,V ugm-3
2018-06-25,24:00:00,47.09852,V ugm-3
2018-06-26,01:00:00,45.76805,V ugm-3
2018-06-26,02:00:00,56.41179,V ugm-3
2018-06-26,03:00:00,50.09207,V ugm-3
2018-06-26,04:00:00,42.50841,V ugm-3
2018-06-26,05:00:00,37.12002,V ugm-3
2018-06-26,06:00:00,27.59055,V ugm-3
2018-06-26,07:00:00,25.9441,V ugm-3
2018-06-26,08:00:00,23.74883,V ugm-3
2018-06-26,09:00:00,28.33894,V ugm-3
2018-06-26,10:00:00,34.47572,V ugm-3
2018-06-26,11:00:00,48.44562,V ugm-3
2018-06-26,12:00:00,45.60175,V ugm-3
2018-06-26,13:00:00,56.47831,V ugm-3
2018-06-26,14:00:00,65.05982,V ugm-3
2018-06-26,15:00:00,83.76951,V ugm-3
2018-06-26,16:00:00,93.34887,V ugm-3
2018-06-26,17:00:00,87.56134,V ugm-3
2018-06-26,18:00:00,92.70027,V ugm-3
2018-06-26,19:00:00,87.26198,V ugm-3
2018-06-26,20:00:00,70.4981,V ugm-3
2018-06-26,21:00:00,72.44391,V ugm-3
2018-06-26,22:00:00,64.81036,V ugm-3
2018-06-26,23:00:00,51.73852,V ugm-3
2018-06-26,24:00:00,43.60605,V ugm-3
2018-06-27,01:00:00,47.56418,V ugm-3
2018-06-27,02:00:00,54.14999,V ugm-3
2018-06-27,03:00:00,55.72992,V ugm-3
2018-06-27,04:00:00,50.79057,V ugm-3
2018-06-27,05:00:00,49.64304,V ugm-3
2018-06-27,06:00:00,47.14841,V ugm-3
2018-06-27,07:00:00,37.56905,V ugm-3
2018-06-27,08:00:00,37.2697,V ugm-3
2018-06-27,09:00:00,34.12647,V ugm-3
2018-06-27,10:00:00,44.70368,V ugm-3
2018-06-27,11:00:00,50.84046,V ugm-3
2018-06-27,12:00:00,59.92089,V ugm-3
2018-06-27,13:00:00,78.08176,V ugm-3
2018-06-27,14:00:00,98.33812,V ugm-3
2018-06-27,15:00:00,107.56823,V ugm-3
2018-06-27,16:00:00,119.49254,V ugm-3
2018-06-27,17:00:00,130.86803,V ugm-3
2018-06-27,18:00:00,140.89642,V ugm-3
2018-06-27,19:00:00,122.48609,V ugm-3
2018-06-27,20:00:00,90.4551,V ugm-3
2018-06-27,21:00:00,87.26198,V ugm-3
2018-06-27,22:00:00,56.5282,V ugm-3
2018-06-27,23:00:00,57.07702,V ugm-3
2018-06-27,24:00:00,70.34843,V ugm-3
2018-06-28,01:00:00,53.75085,V ugm-3
2018-06-28,02:00:00,43.70583,V ugm-3
2018-06-28,03:00:00,36.42153,V ugm-3
2018-06-28,04:00:00,28.03959,V ugm-3
2018-06-28,05:00:00,25.54496,V ugm-3
2018-06-28,06:00:00,19.10883,V ugm-3
2018-06-28,07:00:00,11.92431,V ugm-3
2018-06-28,08:00:00,13.47098,V ugm-3
2018-06-28,09:00:00,16.31485,V ugm-3
2018-06-28,10:00:00,19.20861,V ugm-3
2018-06-28,11:00:00,60.12046,V ugm-3
2018-06-28,12:00:00,106.57038,V ugm-3
2018-06-28,13:00:00,133.7119,V ugm-3
2018-06-28,14:00:00,129.37125,V ugm-3
2018-06-28,15:00:00,142.99191,V ugm-3
2018-06-28,16:00:00,130.66846,V ugm-3
2018-06-28,17:00:00,141.0461,V ugm-3
2018-06-28,18:00:00,152.77084,V ugm-3
2018-06-28,19:00:00,122.33641,V ugm-3
2018-06-28,20:00:00,102.03016,V ugm-3
2018-06-28,21:00:00,106.62027,V ugm-3
2018-06-28,22:00:00,79.37897,V ugm-3
2018-06-28,23:00:00,57.42627,V ugm-3
2018-06-28,24:00:00,59.82111,V ugm-3
2018-06-29,01:00:00,71.51258,V ugm-3
2018-06-29,02:00:00,68.91817,V ugm-3
2018-06-29,03:00:00,66.90584,V ugm-3
2018-06-29,04:00:00,71.44606,V ugm-3
2018-06-29,05:00:00,71.29638,V ugm-3
2018-06-29,06:00:00,59.62154,V ugm-3
2018-06-29,07:00:00,45.9011,V ugm-3
2018-06-29,08:00:00,50.04218,V ugm-3
2018-06-29,09:00:00,60.17036,V ugm-3
2018-06-29,10:00:00,59.67143,V ugm-3
2018-06-29,11:00:00,67.05552,V ugm-3
2018-06-29,12:00:00,73.09251,V ugm-3
2018-06-29,13:00:00,76.93424,V ugm-3
2018-06-29,14:00:00,81.02542,V ugm-3
2018-06-29,15:00:00,86.86284,V ugm-3
2018-06-29,16:00:00,81.72392,V ugm-3
2018-06-29,17:00:00,82.92134,V ugm-3
2018-06-29,18:00:00,80.07746,V ugm-3
2018-06-29,19:00:00,70.44821,V ugm-3
2018-06-29,20:00:00,68.10326,V ugm-3
2018-06-29,21:00:00,64.96004,V ugm-3
2018-06-29,22:00:00,65.45896,V ugm-3
2018-06-29,23:00:00,68.85165,V ugm-3
2018-06-29,24:00:00,62.96434,V ugm-3
2018-06-30,01:00:00,60.33666,V ugm-3
2018-06-30,02:00:00,59.27229,V ugm-3
2018-06-30,03:00:00,64.06197,V ugm-3
2018-06-30,04:00:00,68.00348,V ugm-3
2018-06-30,05:00:00,67.00563,V ugm-3
2018-06-30,06:00:00,65.60864,V ugm-3
2018-06-30,07:00:00,57.47616,V ugm-3
2018-06-30,08:00:00,59.32218,V ugm-3
2018-06-30,09:00:00,59.82111,V ugm-3
2018-06-30,10:00:00,63.16391,V ugm-3
2018-06-30,11:00:00,68.95144,V ugm-3
2018-06-30,12:00:00,71.09681,V ugm-3
2018-06-30,13:00:00,73.99058,V ugm-3
2018-06-30,14:00:00,75.78671,V ugm-3
2018-06-30,15:00:00,75.188,V ugm-3
2018-06-30,16:00:00,74.93854,V ugm-3
2018-06-30,17:00:00,83.61983,V ugm-3
2018-06-30,18:00:00,78.83015,V ugm-3
2018-06-30,19:00:00,74.19015,V ugm-3
2018-06-30,20:00:00,67.45466,V ugm-3
2018-06-30,21:00:00,62.86455,V ugm-3
2018-06-30,22:00:00,58.62369,V ugm-3
2018-06-30,23:00:00,49.54325,V ugm-3
2018-06-30,24:00:00,40.11357,V ugm-3
2018-07-01,01:00:00,48.7616,V ugm-3
2018-07-01,02:00:00,42.37536,V ugm-3
2018-07-01,03:00:00,35.62324,V ugm-3
2018-07-01,04:00:00,36.02239,V ugm-3
2018-07-01,05:00:00,42.95744,V ugm-3
2018-07-01,06:00:00,42.35873,V ugm-3
2018-07-01,07:00:00,46.49981,V ugm-3
2018-07-01,08:00:00,49.99229,V ugm-3
2018-07-01,09:00:00,56.5282,V ugm-3
2018-07-01,10:00:00,67.55445,V ugm-3
2018-07-01,11:00:00,80.67617,V ugm-3
2018-07-01,12:00:00,88.06026,V ugm-3
2018-07-01,13:00:00,89.85639,V ugm-3
2018-07-01,14:00:00,97.09081,V ugm-3
2018-07-01,15:00:00,103.62672,V ugm-3
2018-07-01,16:00:00,106.76995,V ugm-3
2018-07-01,17:00:00,113.90458,V ugm-3
2018-07-01,18:00:00,103.87619,V ugm-3
2018-07-01,19:00:00,92.10156,V ugm-3
2018-07-01,20:00:00,72.44391,V ugm-3
2018-07-01,21:00:00,64.16176,V ugm-3
2018-07-01,22:00:00,61.11831,V ugm-3
2018-07-01,23:00:00,56.72777,V ugm-3
2018-07-01,24:00:00,57.27659,V ugm-3
2018-07-02,01:00:00,52.48691,V ugm-3
2018-07-02,02:00:00,37.25307,V ugm-3
2018-07-02,03:00:00,48.5953,V ugm-3
2018-07-02,04:00:00,58.07487,V ugm-3
2018-07-02,05:00:00,72.89294,V ugm-3
2018-07-02,06:00:00,66.05767,V ugm-3
2018-07-02,07:00:00,63.26369,V ugm-3
2018-07-02,08:00:00,58.47401,V ugm-3
2018-07-02,09:00:00,61.61724,V ugm-3
2018-07-02,10:00:00,62.06627,V ugm-3
2018-07-02,11:00:00,65.2095,V ugm-3
2018-07-02,12:00:00,68.20305,V ugm-3
2018-07-02,13:00:00,71.1966,V ugm-3
2018-07-02,14:00:00,72.29423,V ugm-3
2018-07-02,15:00:00,73.14241,V ugm-3
2018-07-02,16:00:00,73.94069,V ugm-3
2018-07-02,17:00:00,75.68692,V ugm-3
2018-07-02,18:00:00,76.73467,V ugm-3
2018-07-02,19:00:00,74.78886,V ugm-3
2018-07-02,20:00:00,71.24649,V ugm-3
2018-07-02,21:00:00,67.10541,V ugm-3
2018-07-02,22:00:00,64.31143,V ugm-3
2018-07-02,23:00:00,58.02498,V ugm-3
2018-07-02,24:00:00,49.19401,V ugm-3
2018-07-03,01:00:00,48.09637,V ugm-3
2018-07-03,02:00:00,52.22082,V ugm-3
2018-07-03,03:00:00,51.33938,V ugm-3
2018-07-03,04:00:00,46.84906,V ugm-3
2018-07-03,05:00:00,46.05078,V ugm-3
2018-07-03,06:00:00,47.04863,V ugm-3
2018-07-03,07:00:00,44.45422,V ugm-3
2018-07-03,08:00:00,43.85551,V ugm-3
2018-07-03,09:00:00,49.34368,V ugm-3
2018-07-03,10:00:00,53.13551,V ugm-3
2018-07-03,11:00:00,65.55875,V ugm-3
2018-07-03,12:00:00,73.69122,V ugm-3
2018-07-03,13:00:00,77.38327,V ugm-3
2018-07-03,14:00:00,69.00133,V ugm-3
2018-07-03,15:00:00,68.40262,V ugm-3
2018-07-03,16:00:00,66.40692,V ugm-3
2018-07-03,17:00:00,68.90154,V ugm-3
2018-07-03,18:00:00,65.05982,V ugm-3
2018-07-03,19:00:00,64.5609,V ugm-3
2018-07-03,20:00:00,56.27874,V ugm-3
2018-07-03,21:00:00,49.19401,V ugm-3
2018-07-03,22:00:00,45.2525,V ugm-3
2018-07-03,23:00:00,46.5497,V ugm-3
2018-07-03,24:00:00,47.79702,V ugm-3
2018-07-04,01:00:00,44.03845,V ugm-3
2018-07-04,02:00:00,32.66296,V ugm-3
2018-07-04,03:00:00,28.5884,V ugm-3
2018-07-04,04:00:00,23.99829,V ugm-3
2018-07-04,05:00:00,27.04174,V ugm-3
2018-07-04,06:00:00,23.49937,V ugm-3
2018-07-04,07:00:00,25.09593,V ugm-3
2018-07-04,08:00:00,28.5884,V ugm-3
2018-07-04,09:00:00,34.87486,V ugm-3
2018-07-04,10:00:00,33.52776,V ugm-3
2018-07-04,11:00:00,43.80562,V ugm-3
2018-07-04,12:00:00,51.63874,V ugm-3
2018-07-04,13:00:00,58.87315,V ugm-3
2018-07-04,14:00:00,72.79316,V ugm-3
2018-07-04,15:00:00,81.97338,V ugm-3
2018-07-04,16:00:00,85.01682,V ugm-3
2018-07-04,17:00:00,76.18585,V ugm-3
2018-07-04,18:00:00,94.09726,V ugm-3
2018-07-04,19:00:00,110.11275,V ugm-3
2018-07-04,20:00:00,119.24308,V ugm-3
2018-07-04,21:00:00,114.35361,V ugm-3
2018-07-04,22:00:00,95.54414,V ugm-3
2018-07-04,23:00:00,92.10156,V ugm-3
2018-07-04,24:00:00,93.99747,V ugm-3
2018-07-05,01:00:00,94.9288,V ugm-3
2018-07-05,02:00:00,90.40521,V ugm-3
2018-07-05,03:00:00,83.52005,V ugm-3
2018-07-05,04:00:00,79.828,V ugm-3
2018-07-05,05:00:00,83.71962,V ugm-3
2018-07-05,06:00:00,77.73252,V ugm-3
2018-07-05,07:00:00,64.81036,V ugm-3
2018-07-05,08:00:00,50.49121,V ugm-3
2018-07-05,09:00:00,45.30239,V ugm-3
2018-07-05,10:00:00,42.15916,V ugm-3
2018-07-05,11:00:00,47.29809,V ugm-3
2018-07-05,12:00:00,51.28949,V ugm-3
2018-07-05,13:00:00,55.53035,V ugm-3
2018-07-05,14:00:00,53.03573,V ugm-3
2018-07-05,15:00:00,53.58455,V ugm-3
2018-07-05,16:00:00,55.33078,V ugm-3
2018-07-05,17:00:00,54.93164,V ugm-3
2018-07-05,18:00:00,54.23315,V ugm-3
2018-07-05,19:00:00,51.18971,V ugm-3
2018-07-05,20:00:00,51.53895,V ugm-3
2018-07-05,21:00:00,45.60175,V ugm-3
2018-07-05,22:00:00,46.5996,V ugm-3
2018-07-05,23:00:00,45.2525,V ugm-3
2018-07-05,24:00:00,39.36518,V ugm-3
2018-07-06,01:00:00,39.914,V ugm-3
2018-07-06,02:00:00,38.25092,V ugm-3
2018-07-06,03:00:00,33.82712,V ugm-3
2018-07-06,04:00:00,36.67099,V ugm-3
2018-07-06,05:00:00,34.72518,V ugm-3
2018-07-06,06:00:00,30.03529,V ugm-3
2018-07-06,07:00:00,28.03959,V ugm-3
2018-07-06,08:00:00,35.82282,V ugm-3
2018-07-06,09:00:00,40.46282,V ugm-3
2018-07-06,10:00:00,44.30454,V ugm-3
2018-07-06,11:00:00,46.89895,V ugm-3
2018-07-06,12:00:00,47.04863,V ugm-3
2018-07-06,13:00:00,46.05078,V ugm-3
2018-07-06,14:00:00,45.65164,V ugm-3
2018-07-06,15:00:00,46.44992,V ugm-3
2018-07-06,16:00:00,45.80132,V ugm-3
2018-07-06,17:00:00,46.49981,V ugm-3
2018-07-06,18:00:00,47.69723,V ugm-3
2018-07-06,19:00:00,47.04863,V ugm-3
2018-07-06,20:00:00,50.89035,V ugm-3
2018-07-06,21:00:00,47.49766,V ugm-3
2018-07-06,22:00:00,45.35228,V ugm-3
2018-07-06,23:00:00,42.45852,V ugm-3
2018-07-06,24:00:00,35.47357,V ugm-3
2018-07-07,01:00:00,39.98052,V ugm-3
2018-07-07,02:00:00,36.45479,V ugm-3
2018-07-07,03:00:00,38.31744,V ugm-3
2018-07-07,04:00:00,24.89636,V ugm-3
2018-07-07,05:00:00,29.2869,V ugm-3
2018-07-07,06:00:00,18.01119,V ugm-3
2018-07-07,07:00:00,15.66625,V ugm-3
2018-07-07,08:00:00,17.26281,V ugm-3
2018-07-07,09:00:00,22.00259,V ugm-3
2018-07-07,10:00:00,31.83142,V ugm-3
2018-07-07,11:00:00,41.76002,V ugm-3
2018-07-07,12:00:00,52.48691,V ugm-3
2018-07-07,13:00:00,60.91874,V ugm-3
2018-07-07,14:00:00,69.35058,V ugm-3
2018-07-07,15:00:00,66.5566,V ugm-3
2018-07-07,16:00:00,53.98369,V ugm-3
2018-07-07,17:00:00,47.09852,V ugm-3
2018-07-07,18:00:00,46.25035,V ugm-3
2018-07-07,19:00:00,46.10067,V ugm-3
2018-07-07,20:00:00,47.74712,V ugm-3
2018-07-07,21:00:00,47.59745,V ugm-3
2018-07-07,22:00:00,42.10927,V ugm-3
2018-07-07,23:00:00,36.42153,V ugm-3
2018-07-07,24:00:00,34.37593,V ugm-3
2018-07-08,01:00:00,35.85608,V ugm-3
2018-07-08,02:00:00,41.9097,V ugm-3
2018-07-08,03:00:00,40.36303,V ugm-3
2018-07-08,04:00:00,33.32819,V ugm-3
2018-07-08,05:00:00,38.26755,V ugm-3
2018-07-08,06:00:00,38.76647,V ugm-3
2018-07-08,07:00:00,35.12432,V ugm-3
2018-07-08,08:00:00,38.06798,V ugm-3
2018-07-08,09:00:00,35.57335,V ugm-3
2018-07-08,10:00:00,35.32389,V ugm-3
2018-07-08,11:00:00,34.72518,V ugm-3
2018-07-08,12:00:00,36.22196,V ugm-3
2018-07-08,13:00:00,36.62109,V ugm-3
2018-07-08,14:00:00,35.12432,V ugm-3
2018-07-08,15:00:00,33.22841,V ugm-3
2018-07-08,16:00:00,29.63615,V ugm-3
2018-07-08,17:00:00,30.634,V ugm-3
2018-07-08,18:00:00,34.47572,V ugm-3
2018-07-08,19:00:00,29.73593,V ugm-3
2018-07-08,20:00:00,28.03959,V ugm-3
2018-07-08,21:00:00,27.04174,V ugm-3
2018-07-08,22:00:00,23.49937,V ugm-3
2018-07-08,23:00:00,14.71829,V ugm-3
2018-07-08,24:00:00,16.56431,V ugm-3
2018-07-09,01:00:00,19.89048,V ugm-3
2018-07-09,02:00:00,21.22094,V ugm-3
2018-07-09,03:00:00,33.62755,V ugm-3
2018-07-09,04:00:00,33.72733,V ugm-3
2018-07-09,05:00:00,33.62755,V ugm-3
2018-07-09,06:00:00,18.85937,V ugm-3
2018-07-09,07:00:00,20.50582,V ugm-3
2018-07-09,08:00:00,34.22626,V ugm-3
2018-07-09,09:00:00,38.71658,V ugm-3
2018-07-09,10:00:00,38.41723,V ugm-3
2018-07-09,11:00:00,42.20906,V ugm-3
2018-07-09,12:00:00,44.40433,V ugm-3
2018-07-09,13:00:00,55.38068,V ugm-3
2018-07-09,14:00:00,60.41982,V ugm-3
2018-07-09,15:00:00,63.01423,V ugm-3
2018-07-09,16:00:00,59.97079,V ugm-3
2018-07-09,17:00:00,58.32433,V ugm-3
2018-07-09,18:00:00,58.27444,V ugm-3
2018-07-09,19:00:00,51.2396,V ugm-3
2018-07-09,20:00:00,52.73637,V ugm-3
2018-07-09,21:00:00,45.70153,V ugm-3
2018-07-09,22:00:00,37.46927,V ugm-3
2018-07-09,23:00:00,40.21336,V ugm-3
2018-07-09,24:00:00,37.2697,V ugm-3
2018-07-10,01:00:00,40.64576,V ugm-3
2018-07-10,02:00:00,43.24017,V ugm-3
2018-07-10,03:00:00,42.75787,V ugm-3
2018-07-10,04:00:00,44.45422,V ugm-3
2018-07-10,05:00:00,39.21551,V ugm-3
2018-07-10,06:00:00,29.88561,V ugm-3
2018-07-10,07:00:00,25.89421,V ugm-3
2018-07-10,08:00:00,23.79872,V ugm-3
2018-07-10,09:00:00,29.9355,V ugm-3
2018-07-10,10:00:00,31.88131,V ugm-3
2018-07-10,11:00:00,33.57765,V ugm-3
2018-07-10,12:00:00,33.97679,V ugm-3
2018-07-10,13:00:00,40.26325,V ugm-3
2018-07-10,14:00:00,43.50626,V ugm-3
